clean_text,label_name_true,label_name_pred
tam_sanh cái cỏi ta bà,Clean,Offensive
ba hard con cặc : ) ),Clean,Offensive
"chơi gì cũng ngu , chơi ngu giỏi 😆",Clean,Offensive
cô hiền qua,Offensive,Clean
giật tít vậy bất_ngờ thôi : ),Clean,Offensive
mặt nhìn nét tây,Offensive,Clean
tiền để_dành mua mai thuý các em streaming house .,Clean,Offensive
uyên tú bạn ở gần quận hải châu à,Clean,Offensive
việt nam thì nó lại lồn các cậu ạ 🤦 🤦,Clean,Offensive
"không phải lổi csvn tàn_ác mà chính người vn tự nhận mình thích_thú mình con thú , lại khoái mình dân nô_lệ . ai thích mình con ông trời , giơ tay lên . thấy không , im_re",Clean,Offensive
sale 91 % thi em mua,Clean,Offensive
tặng em đi,Offensive,Hate
định chê mày xấu . nhưng thôi chắc mày tự biết rồi,Clean,Offensive
bất_hạnh nhất cuộc_đời ra trường rồi mà bạn vẫn ngu_dốt . 😔 đáng buồn nghành giáo_dục,Clean,Offensive
thái phan chuẩn cmnr 😂,Offensive,Clean
gan vđ,Clean,Offensive
đậu thị_giang huyền trang cận thận em ơi,Clean,Offensive
nguyễn tài đi đà_nẵng nào 🤣 🤣,Clean,Offensive
thốn = ) ),Clean,Hate
"hi_sinh thầm_lặng mấy thằng sếp nó đứng đằng xa , nó cũng phần chia chát đó rồi còn gì bạn ! tôi muốn cứ 3km lại 1 trạm bắn tốc_độ công_khai , hoặc gắn camera . như thế dân sẽ sợ tự_giác chấp_hành hơn . còn cái thể_loại núp lùm ăn_tiền thế này ai khen nổi mà đăng bài chia_sẻ với cả động_viên !",Clean,Offensive
cực_kì thuyết_phục !,Clean,Offensive
xem hoạt_hình nhá . : ) ),Clean,Hate
một học_kì đầy sóng_gió với abe,Offensive,Clean
minh lê,Clean,Offensive
tối qua hẹn nay ra vlog nhưng hóng mãi vẫn chưa : ( (,Hate,Clean
xuyến nguyễn no no,Clean,Hate
chúc_mừng người ae,Hate,Clean
lá_cải,Clean,Offensive
nói linh khoe vàng . còn cô thì sao . ?,Hate,Offensive
xịn thật_sự : vậy,Clean,Hate
ăn tết ngon : ) ),Clean,Hate
vậy hỏi lương ông nhiêu ? ông mấy chục căn_hộ ?,Offensive,Clean
i love u_chucamo,Offensive,Clean
thế nên phải được nghỉ học thêm tháng nữa = ) ),Clean,Offensive
nguyễn đông trẻ trâu biết gì,Clean,Hate
perfect,Clean,Offensive
chị tiền thế sao không đi thẩm_mỹ_viện đi ak ! !,Hate,Clean
thần tức ziên tức zien tượng tui,Offensive,Hate
nước đi hay đấy,Clean,Hate
kha_khá nhung,Offensive,Clean
"trần dần ăn tục , nói khoét hắn đóan được vận_mệnh , tương_lai thì nay hắn giàu to rồi , chứ đâu phải xách cần đi câu cơm , lẻ hắn bị ( bệnh tâm_thần ) .",Offensive,Clean
"càng đọc càng tức con quỷ đó . bây giơ vì nó bao nhiu ng chuẩn_bị thất_nghiệp , người gia thì lo_sợ hoang_mang , bao nhiu chủ doanh_nghiệp đợt này tiu luôn . thứ gì đâu ak",Offensive,Clean
mtp,Clean,Hate
chửi vụ phan anh đi : ) ) sao châmh update thế .,Clean,Hate
coi cười muốn xỉu chi kim vui quá,Hate,Offensive
toẹt vời : d,Offensive,Hate
ok,Clean,Offensive
"hiếu ơi hiện kênh con lisao chửi cả dân_tộc việt nam ngu vì ăn mắm thúi , em lên dạy_dỗ nó bài_học đi em , bức_xúc quá . cảm_ơn em .",Clean,Hate
thích qua à . ước gì trinh 3 tiếng,Clean,Hate
love you,Clean,Offensive
ck tham kim dep choai qa,Clean,Hate
thầy phải thay petland mới hợp,Offensive,Clean
giống loài loan luân la vây,Clean,Offensive
minh anh mai không sao về đây anh ơi,Offensive,Hate
đáng iu quá 🙈 🙈,Clean,Offensive
"lê thúy duy em dâu tăng thanh hà đây ạ , ngon vl = )",Clean,Offensive
nguyễn hoàng cẩm ly xem_lại vẫn buồn_cười,Clean,Hate
quả dày cá_sấu made in cao bằng : vậy,Offensive,Clean
trung thầy giá thẻ bài,Clean,Hate
trường nghe ấm lòng zễ sợ,Clean,Offensive
haha lạy mấy mẹ,Offensive,Hate
bố lạy mày nhung ơi nhung,Clean,Hate
lên top 1 trending đê chị e ơi,Clean,Offensive
thi đéo làm được bài mà nhìn mặt lão độ đéo nhịn cười được . ae ai như t_k,Clean,Hate
"một bên giọt pessi , một bên giọt cô ca - . -",Clean,Hate
be careful : ) ),Clean,Offensive
14 : 41 nói gì nói hát cải_lương vẫn không quên con 3 dàng ngọc,Hate,Offensive
c đep qua c oi,Hate,Clean
đẹp_trai tài_năng tư_duy đỉnh cả đỉnh thầy dell nha các em thầy rất tỉnh với thầy hát rất hây nha các em,Clean,Hate
co ba oi ke nguoi ta di_con day ngheo lam doan loto kho lam sdt con que con ben tre 0347569004,Clean,Hate
mình sẽ không cười ca_sĩ cuối : ),Clean,Hate
đêm đến chỉ thích nắm tay ai đó thôi 🤪,Clean,Offensive
sao tăng hoài zậy 😢,Clean,Offensive
trúng ga r bán đi lấy tiền build case chăng,Clean,Offensive
zấn đề mình phải ở chong nhà . mún đi đâu thì phải đi . .,Offensive,Hate
cập nhập 4p sau : ),Clean,Offensive
đúng a ưi ^ ^,Clean,Offensive
@ phương vo nói cl gì z mẹ . nói mà để ng ta từ_chối hiểu hay gì á,Clean,Hate
phạm văn đồng ngta chữa đâu ! với lại khi về việt nam chị vẫn tuân_thủ đúng quy_trình cách_ly mà ! phải như con kia đâu,Clean,Hate
chị giàu lòng vị_tha : ) ),Clean,Hate
chúc kênh panba dc nhiều sub nha yêu thầy dấu bé 3,Clean,Offensive
tộc_trưởng khiến em rất tự_hào : ) ),Clean,Hate
phạm thị kim_tuyến không sau 10h30 ok,Hate,Offensive
em chào chị dễ_thương,Offensive,Clean
thảo minh = ),Offensive,Hate
nhung trang bắt trend để chụp ảnh thoi,Offensive,Clean
nhẹ_nhàng đầy tình_cảm,Offensive,Hate
ở nhà tránh con di_chùng : vậy,Clean,Offensive
nope,Offensive,Clean
9318902,Offensive,Clean
tôi càng thấy trung cộng càng tự khiến mình nhục_nhã hơn nên meh,Clean,Hate
atm cao_lãnh,Offensive,Clean
lê hải nam xin video,Hate,Clean
thư minh vào nghe nhạc anh mèo bạn nào đấy đi cậu 🙂,Clean,Offensive
học_bổng gấp,Clean,Hate
é hẹ hẹ sặc quâ bô ơi 😵,Clean,Hate
cứ như thế này thì duyệt mẹ đi nhanh 😀,Hate,Clean
cứ tiền muốn lz cũg được à : ) ),Offensive,Clean
dễ_thương quá cô yêuu ơi . ai lớp du chu cà mo ❤,Clean,Offensive
"vết_thương lòng , nếu day đi day lại sẽ không_thể lành = )",Offensive,Hate
hát dỡ mà hát hoài đuỹ khùng vàbg mã,Clean,Offensive
thôi ngủ xem gì giờ này nữa abe,Clean,Hate
"nên mua các bạn à , điện_thoại sài tốt phết đấy",Offensive,Clean
cực_kì thuyết_phục 😔,Offensive,Clean
mấy em tiêu rồi .,Clean,Hate
tấu hài cực mạnh : ) ),Hate,Clean
chàng tộc_trưởng 🤣,Clean,Offensive
biết vì_sao cnxh xếp sau_cùng các hình_thái kinh_tế thế_giới không ? vì nước nào áp_dụng nó sẽ bị diệt_vong cmnr còn tồn_tại đâu mà áp_dụng hình_thái kinh_tế khác .,Offensive,Hate
cái lông_mày hơi khác,Clean,Hate
hiếu bến tre thế chắc mấy thằng haha đạo_đức tốt : ) ),Clean,Hate
"ở vn bầu_cử ctn đạt những 99,79 % . 😀",Clean,Offensive
b52 thích láy máy_bay bà_già = ) ),Offensive,Hate
link luôn nè anh_em,Offensive,Clean
em cũng vậy nhà em nghèo hông gì ăn 😢,Offensive,Clean
: ( ( nó lại 1 câu chx khác anh ạ,Hate,Offensive
"chu gia_bảo chưa đi làm à ? nghỉ_phép thì việt nam mình cũng , 1 năm tuỳ công_ty 14 hoặc 15 ngày nghỉ_phép ( annual leaves ) . nghỉ như này vẫn được tính lương như_thường .",Clean,Offensive
gì sống chậm thoi các con vợ : ),Clean,Offensive
nghe vẻ pewpew nhưng thực_ra mixi,Hate,Clean
ông_già đi thái rồi tối nay talkshow tí nhé anh_em ơi : ) ),Clean,Offensive
không đáng lo,Clean,Offensive
bài này hay đúng 👍,Clean,Hate
like đầu thầy ơi,Clean,Hate
dc thực_sự a ơi mãi hp đến răng long đầu bạc a ơi,Clean,Hate
nói cứ truất làm_sao í 😆,Clean,Offensive
từ bao_giờ người nhật mất ý_thức như vậy 💁,Clean,Hate
xin được gởi lời chào tới hổ ca ca . tấc nhiêng hổ ca ca luôn_luôn idol lòng em . tấc nhiêng hổ ca ca hiện_nay đang danh_hài ăn_khách nhất trên du tu be . tấc nhiêng hổ ca ca cũng nhân_vật phản_diện đáng iêu nhất hệ mặt_trời . tấc nhiêng hổ ca ca súng nhưng vô_hại 😄,Hate,Clean
bắt thằng nào bảo bình_thường ăn cá chết,Clean,Hate
ai nhanh hơn tui,Offensive,Clean
thối_nát,Clean,Hate
chi em ma chui lon ke nguoi ta nghe nguoi ta cuoi hay_ho gi,Clean,Hate
đi lang_thang vu_vơ mà cũng gặp nhà chó quyền : ) ~ chịu_thua,Clean,Offensive
abe muôn_năm 😂,Hate,Clean
"được trở_lại 15 năm trước với cái cách suy_nghĩ này thì mình hoàn_thiện bản_thân được tốt hơn . tóm lại cuộc_sống không chữ \ "" giá_như \ """,Hate,Offensive
"biết_bao_nhiêu vụ đi bắt người bị quay xong bảo bắt_bớ dân lành ? thì địt mẹ bây_giờ ca nó chờ đủ hết mọi thủ_tục cần_thiết nó mới dám bắt chứ không thì địt mẹ "" cư_dân mạng "" chửi sml ra à ?",Clean,Offensive
"lão già này mở được mắt rôi à , năm 2022 quoay đầu về bờ , đúng đồ dở hết đường đi . võ ông đánh gà không tụt lông .",Clean,Offensive
đi đường quyền solo với chị minh hiếu không : ),Clean,Hate
nó mỗi thế thôi 1 lũ lao vào chửi nó không ra con_người . vl thật bọn trẻ,Clean,Hate
"toi dong y voi ong tran_dan su that dung nhu vay , chinh toi cung co suy nghi tu luc moi bat dau vi khuan moi lan tran o trung quoc , toi không phai la nha tien tri nhung toi co mot giac quan thu 6 , toi chi cau xin on tren phu do the gioi som binh an ,",Offensive,Clean
được vl ah ưi,Offensive,Clean
sông quá thì không cá,Clean,Hate
duanhuaditron clgt : vậy,Clean,Hate
abe toàn nói_điêu,Hate,Offensive
kaka,Offensive,Hate
mk sem ma nhu nguoi dien cuoi mot mk co ai nhu rui hok 😂 🤣 😂,Clean,Offensive
nghe thấy mà chán jack vào kicm rời xa sai_lầm cả 2,Hate,Clean
sắp thành triều_tiên đông nam á cmnr nhờ sự lảnh đạo tài_tình sáng_suốt đảng cơm sườn .,Clean,Offensive
nguyễn đức thắngg,Hate,Clean
oh,Clean,Hate
hay quá chị,Clean,Hate
lan trinh á,Clean,Offensive
"thích bị hôn chuẩn , nghe thật chứ chưa được nữa bài tắt luôn ,",Hate,Offensive
thầy nhận học_sinh cá_biệt hông thầy : ),Clean,Offensive
cực_kì thuyết được ló,Offensive,Hate
phạm tuyên_huấn chong xáng : 3,Clean,Hate
ông nào thất_tình thì gặp nhà tâm_lý vĩnh thâm kim nhé đảm_bảo cừ ỉa,Hate,Clean
lại gặp danh_hài trần dần nua 🤪,Hate,Clean
đúng ydol 😅,Hate,Clean
a tôi,Clean,Hate
tt trump nói như_vậy do tiên_tri dần tham_mưu phát_hiện,Clean,Hate
trần cường vãi chưởng : ) ),Hate,Offensive
sao không lấy tên linh láo lồn nhỉ ae ? ?,Clean,Offensive
một nước đi cực_kì mãn nhãn đến từ nước bạn 🙂,Offensive,Hate
vy vy min bắt trend nhah quá 😆 😆,Hate,Clean
"yên_tâm về việt nam thành phế vật ngay ae ạ . nước_ngoài nó chỉ fuck you , oh shit . còn về việt nam thì không được đmm thì đcmm hoặc độu má mày . phế chắc_chắn 🤣",Hate,Offensive
jack với kicm hợp_tác lại thì may_ra : ) ),Clean,Offensive
"ok thầy , cố_gắng nha thầy iu < 3",Clean,Hate
hahaha . mvp nỗi tiếng r,Clean,Offensive
anh nguyen phải con hnay e c xem không nhờ ? : ),Clean,Offensive
nà ní 🤣 🤣,Clean,Offensive
vậy miền trung không học à : ),Clean,Hate
thế từ nhỏ mình biết trend 2020 rồi cơ à nguyễn thị thuý quyên,Clean,Offensive
vải now tốt nè,Hate,Clean
"lắng xuống vì báo đài không đưa tin nữa , chứ nóng thì vẫn nóng nào giờ : (",Clean,Offensive
d ' đức d hiểu nhìn cái hình cừ ỉa,Clean,Hate
"hợp_đồng dcs với tàu thôi nhá , đéo phải dân .",Clean,Hate
balight liên_minh susan hay hơn 😂,Offensive,Hate
anh ba tới ngay,Clean,Hate
nguyễn hoàng sơn vào mà xem này,Offensive,Hate
tuần này sói đưa ông_già đi thái nên nghỉ stream à : ),Clean,Hate
a ơi e muốn mua dép a thì như nào ạ ?,Clean,Hate
tên vợ tao ❤ ️ 🤪,Offensive,Clean
ổn mà anh,Hate,Clean
ae nói gì đi 😂,Clean,Hate
lúc nó đi ngược chiều nó tông rồi kêu chó vàng giúp . quyền_lợi thì muốn mà còn pháp_luật thì không muốn tuân_thủ,Clean,Hate
nguyễn phương đấm,Offensive,Clean
sống chậm,Clean,Offensive
nguyễn nam hà abe cái quần xanh bén quá bén 😂,Clean,Hate
khai_giảng cái nhẹ,Clean,Offensive
trao học_bổng trò này,Clean,Offensive
"mùa đông quảng_cáo áo cộc tay , nghe hợp_lí : ( (",Hate,Clean
chú này được,Clean,Hate
mày biết ass gì không ?,Clean,Hate
kg chị một ngàn đô lận đó nhe,Hate,Clean
anh_em bắc mà bớ được thì được đập mặt xây lại ít,Clean,Offensive
thùy linh trịnh lan trinh hoặc lin da,Offensive,Clean
thầy ba các e đây = ),Hate,Clean
xin top các anh_em bộ_tộc,Hate,Clean
tóc ăn đồ cức đẹp quá anh tộc ơi : ) ),Offensive,Hate
thấy mà bà sướng quá à 😎,Clean,Hate
ý_thức như kặc .,Clean,Hate
khi nào chính_thức về với mẫu quốc đảng nô nhớ thông_báo trên vtv nha .,Clean,Hate
con linh loc nay chat kiep sau no moi noi chuyen dang hoang lai .,Clean,Offensive
a vũ khắc tiệp nhỉ 👌 🏻 👌 🏻 được r,Clean,Offensive
"nó không cộng điểm , mà nó thí_sinh rớt bớt thôi , bà chị gặp vụ này r : ) thi điểm_cao vẫn rớt nhé",Clean,Offensive
cay_vl,Hate,Clean
biết nhật cũng người này người kia nhưng chú bao_nhiêu tuổi rồi mà hành_động ấu_trĩ như thế 😖,Clean,Offensive
e xin cái link báo cái .,Hate,Clean
cô hiếu đẹp quá à . lớp du chu cà_mo,Hate,Offensive
già mất_nết quá,Clean,Hate
liêm_sỉ gì tầm này nữa,Hate,Clean
😅,Hate,Clean
bác cùng đi với cả nước thì khó_khăn nào cũng vượt qua được ạ,Offensive,Hate
an hạ_nè đọc review phim ik coi đúng e nói không,Hate,Offensive
đéo làm_ngơ tự ngã vào dùi_cui ngay 😢,Offensive,Clean
