comment,label_id,label
"Con điên này lại lên cơn à, câm mồm lại đi",2.0,
"Mấy đứa nhà quê, lên phố làm màu nhìn ngứa mắt",2.0,
"Thằng này chắc là gay, nhìn ẻo lả vãi lồn",2.0,
Con đĩ này lại thích gây sự chú ý bằng mấy trò rẻ tiền,2.0,
"Mấy thằng miền Tây sến sẩm, nói chuyện nghe mắc ói",2.0,
"Thằng ml này chắc bị thiểu năng, nói cái gì đâu không",2.0,
"Con lợn này ăn gì mà mập ú như heo, nhìn ghê vãi",2.0,
"Mấy thằng Bắc Kỳ keo kiệt, bủn xỉn vãi lồn",2.0,
"Cái loại mày chỉ giỏi phá hoại thôi, rác rưởi của xã hội.",2.0,
"Đồ dở hơi, nói chuyện như thằng điên.",2.0,
Con ml này chắc bị bỏ đói từ bé hay sao mà tham lam vậy?,2.0,
"Thằng ngu, không biết gì thì câm mồm đi.",2.0,
Mày sống như thế thì ai mà ưa nổi hả thằng chó?,2.0,
Con súc vật này mà cũng đòi lên tiếng à?,2.0,
"Đúng là lũ ăn hại, chỉ biết phá.",2.0,
"Cái mặt mày nhìn đã thấy ghét rồi, đồ khốn nạn.",2.0,
Thằng óc chó này sao cứ thích gây chuyện vậy?,2.0,
Mày bị thiểu năng hay sao mà suy nghĩ ngu đần vậy?,2.0,
Con đĩ này lại giở trò gì nữa đây?,2.0,
Loại mày chỉ xứng đáng bốc cứt thôi.,2.0,
"Thằng hãm tài, làm được cái gì ra hồn chưa?",2.0,
"Đồ vô dụng, đừng có làm phiền người khác.",2.0,
Mày không có não à mà nói toàn ba láp?,2.0,
Con mụ già này lắm chuyện vãi.,2.0,
"Thằng biến thái, tránh xa tao ra.",2.0,
"Mày là đồ phản bội, không có lương tâm.",2.0,
Cái lũ này đúng là lũ ăn bám.,2.0,
"Mày đúng là con đười ươi, xấu xí kinh tởm.",2.0,
Thang cho dien nay noi nham cc gi vay?,2.0,
"Con lon gia nay chi biet sua bay, nhin ghet vcl.",2.0,
"May la cai loai phan dong, cut khoi day di.",2.0,
Thang mat day nay lam xau mat dan ong.,2.0,
"Cai bon nao ngu the, oc cho a?",2.0,
"Con dit me may, dung co ma the hien o day.",2.0,
Thang ran doc nay chet di cho bot lam phien.,2.0,
May la thang vo dung nhat ma tao tung thay.,2.0,
Bon cho chet nay chi biet an bam xa hoi.,2.0,
"Con loz nay dien lam, can di benh vien.",2.0,
Thang dien nay chi biet pha hoai.,2.0,
"May la do suc vat, khong co nao a?",2.0,
Cai lu nay la do an hai cua dat nuoc.,2.0,
Con di thuong nay cu lam nhu minh hay lam.,2.0,
Thang dan ba nay chi biet keu ca.,2.0,
Bon ngu dot nay lam hong het moi chuyen.,2.0,
"May la cai loai re rach, khong dang song.",2.0,
Thang oc cho nay bi dien a?,2.0,
Con cho cai nay cu lam nhu minh la trung tam vu tru.,2.0,
"May la thang bat tai, vo dung.",2.0,
thang dien nay noi gi the,2.0,
con lon gia nay lai sua,2.0,
may la do phan dong,2.0,
thang an hai xa hoi,2.0,
con cho nay bi dien a,2.0,
bon may la suc vat,2.0,
may la thang vo dung,2.0,
do ngu xuẩn,2.0,
may bi than kinh a,2.0,
con di nay dau oc co van de,2.0,
thang nao day ma to mom,2.0,
bon may chi duoc cai to mồm,2.0,
thang oc cho,2.0,
may la loai rac ruoi,2.0,
ban chat may la do hen,2.0,
may la do khong biet nhuc,2.0,
thang khon nan,2.0,
bon may chi biet pha hoai,2.0,
cai lu do ban thiu,2.0,
thang mat day,2.0,
"Cái loại mày chỉ giỏi núp lùm sủa bậy thôi, ra mặt đi con chó.",2.0,
"Đồ ngu dốt, ăn hại! Có làm được cái tích sự gì đâu mà bày đặt.",2.0,
"Mày là cái thứ rác rưởi của xã hội, biến đi cho khuất mắt.",2.0,
Thằng não tàn này chắc chưa học hết cấp 1 hay sao mà nói chuyện ngu vậy.,2.0,
"Con phò này lại lên mạng giở trò à, về nhà mà kiếm tiền đi.",2.0,
Cái lũ phản động này chỉ giỏi phá hoại đất nước thôi.,2.0,
"Mày đúng là đồ ăn hại, sống phí cơm gạo của bố mẹ.",2.0,
"Cái đội này toàn lũ óc chó, không có não suy nghĩ.",2.0,
"Nhìn mặt mày là thấy ghét rồi, đúng là đồ vô dụng.",2.0,
Thằng này chắc bị thiểu năng bẩm sinh hay sao mà tư duy kém vậy.,2.0,
"Con điên này đúng là hết thuốc chữa, nói toàn lời rác rưởi.",2.0,
Cái lũ dân chủ cuội này chỉ giỏi xl thôi.,2.0,
"Mày đúng là cái thứ bệnh hoạn, tâm thần không ổn định.",2.0,
Nhìn cái mặt dâm đãng của mày là biết loại người gì rồi.,2.0,
Thằng hèn này chỉ giỏi bắt nạt người yếu thế thôi.,2.0,
"Con đĩ này lại giở trò mèo vờn chuột, biến đi cho nước trong.",2.0,
Cái lũ khốn nạn này không biết nhục là gì à?,2.0,
"Mày là đồ vô học, không có văn hóa gì cả.",2.0,
"Thằng chó này dám nói xấu tao à, đợi đấy mày.",2.0,
Cái loại này chỉ đáng vứt vào sọt rác thôi.,2.0,
"Ê con điên kia, mày làm trò gì vậy?",2.0,
"Thằng ngu, sao mày không chịu hiểu gì hết vậy?",2.0,
"Con chó này, mày câm mồm đi!",2.0,
"Đồ phản động, biến khỏi đây!",2.0,
Mày là thằng ăn hại của xã hội!,2.0,
"Con đĩ điếm, sao mày còn mặt mũi xuất hiện?",2.0,
"Thằng khốn nạn, mày không xứng đáng được sống!",2.0,
"Đám vô học, không biết phép tắc gì cả!",2.0,
Mày là thứ rác rưởi nhất tao từng thấy!,2.0,
"Con lợn béo ú, nhìn tởm chết mẹ!",2.0,
"Thằng hèn, có giỏi thì ra mặt đi!",2.0,
Mấy đứa vô dụng này chỉ làm tốn cơm gạo thôi!,2.0,
"Đồ ăn cắp, cút đi cho khuất mắt!",2.0,
"Con quỷ cái, mày đừng hòng phá hoại!",2.0,
"Thằng đầu đất, nói mãi không hiểu!",2.0,
"Mấy thằng lười biếng, chỉ biết ăn bám!",2.0,
"Con mặt lồn, đừng có mà lên mặt dạy đời!",2.0,
"Thằng bệnh hoạn, tránh xa tao ra!",2.0,
"Đồ dị hợm, ai cho mày ra đường?",2.0,
"Mày là đồ vô liêm sỉ, không biết xấu hổ à?",2.0,
dm thang cho` an cuop,2.0,
con lon nay an noi vo duyen vcl,2.0,
thang dien nay bi tam than ha?,2.0,
bon may la lũ súc vật,2.0,
"thang ngu, may ko biet gi thi cam mom",2.0,
"con khon nan, may nen chet di",2.0,
may la cai do cho roi cua xa hoi,2.0,
"dm bon phan dong, cut xao loz di",2.0,
thang he nay chi biet dien tro,2.0,
may la mot con cho cai thoi,2.0,
bon may la lu cho san,2.0,
con di nay an cap chiec xe cua tao,2.0,
thang oc cho nay suot ngay pha phach,2.0,
may la cai rac ruoi cua the gioi,2.0,
"thang bien thai, tranh xa tao ra",2.0,
con lon nay chi biet bo bu,2.0,
"bon may la lu cuu non, ko biet gi ca",2.0,
"thang ban nuoc, dam giet chet no",2.0,
"may la thang hen, chi biet tron tranh",2.0,
con lon nay lam xau mat phu nu,2.0,
"Đồ con chó ghẻ, cút về rừng mà ở.",2.0,
Mày bị thiểu năng à mà nói chuyện ngu vậy?,2.0,
Cái loại mặt lồn như mày chỉ biết phá hoại thôi.,2.0,
"Thằng ăn hại, sống làm chật đất.",2.0,
"Con đĩ điếm, chuyên đi giật chồng người khác.",2.0,
"Mày là đồ súc vật, không bằng con chó.",2.0,
"Thằng rác rưởi, không ai thèm nhìn.",2.0,
Cái loại phản động như mày nên bị tống cổ vào tù.,2.0,
"Con điên, nói năng lung tung.",2.0,
"Đồ ăn bám, chỉ biết ngửa tay xin tiền.",2.0,
Mày có bị mù không mà không nhìn thấy gì?,2.0,
"Thằng bóng chó, nhìn là thấy ghê tởm.",2.0,
"Con lồn giả tạo, sống hai mặt.",2.0,
Mày là cục nợ của xã hội.,2.0,
"Thằng ngu, không biết gì thì câm mồm lại.",2.0,
"Cái loại mặt dày, không biết nhục.",2.0,
Con chó này nên câm mẹ mồm đi.,2.0,
"Thằng hèn, không dám đối mặt sự thật.",2.0,
"Mày là đồ vô dụng, không làm được tích sự gì.",2.0,
Cái bọn chó ghẻ này chỉ biết sủa bậy.,2.0,
"mấy thằng lol hãm tài, đéo làm được gì ra hồn",2.0,
con chó cái này làm màu vcl,2.0,
thằng mặt lồn này nhìn ghét vãi,2.0,
"địt mẹ lũ phản động, cút mẹ mày đi",2.0,
"mày đúng là đồ óc chó, ngu không tả được",2.0,
cái con phò này suốt ngày giật chồng người khác,2.0,
thằng điên này lên mạng sủa bậy bạ hoài,2.0,
mày là cái đồ rác rưởi của xã hội,2.0,
"cái thằng hãm tài, vô dụng",2.0,
con đĩ chó này bán rẻ nhân phẩm,2.0,
mấy đứa mày đúng là lũ đầu đất,2.0,
"thằng ngu học, không biết suy nghĩ",2.0,
cái loại mày chỉ xứng đáng làm chó,2.0,
"mày là đồ súc vật, không bằng con vật",2.0,
con lồn này nhìn đã thấy ghét rồi,2.0,
"thằng khốn nạn, sống lỗi vcl",2.0,
"cái lũ mọi rợ, không có văn hóa",2.0,
mày đúng là đồ ăn hại của xã hội,2.0,
con đĩ điếm này chuyên đi lừa đảo,2.0,
"thằng mặt lợn, nhìn muốn đấm bể mồm",2.0,
"Thang cho nay chi biet sua bay, nhuc ca ca nuoc.",2.0,
"Con kia mat day the nhi, dung la loai vo hoc.",2.0,
"Mấy thằng lồn phản động, cút khỏi đất nước này đi.",2.0,
"Cai con met nay chi duoc cai to mom, lam deo gi nen chuyen.",2.0,
"Thang an hai, an bam xa hoi. Vo dung.",2.0,
"May dua ban nuoc, cam dau ma chet het di cho roi.",2.0,
Con vit troi nay chi biet ban than de kiem tien.,2.0,
"Thang dien, noi chuyen lung tung, dau oc co van de a?",2.0,
"Cai bon bon chen, nhin la thay ghet roi.",2.0,
"May dua tre trau, chua lam duoc gi da to ve.",2.0,
"Con les nay nhin ghe qua, dung la benh hoan.",2.0,
"Thang nao ung ho la thang ngu, khong co nao.",2.0,
"Cai bon vo van, chi biet pha hoai.",2.0,
"May dua da den, nhin mat la thay gian roi.",2.0,
"Con suc vat nay, phai xu ly no thoi.",2.0,
"Thang dan toc man di, khong biet suy nghi.",2.0,
"Cai dua mat day, an noi bat lich su.",2.0,
"May dua xau xi, dung nen ra duong lam gi.",2.0,
"Con phan dong, khong co nao, chi biet chong pha.",2.0,
"Thang an cap, phai bo tu chung than moi dung.",2.0,
"thang nay an noi nhu thang dien, nao co suy nghi truoc khi noi khong vay?",2.0,
"con lon nay lam tro gi nua day, het noi voi cai loai nay roi",2.0,
"dung la ban chat phan dong ma, an noi chi toan pha hoai la gioi",2.0,
"may la cai the loai gi ma doi day doi do, im me di con",2.0,
"cai con vo duyen nay, khong biet nhuc la gi a?",2.0,
"thang ngu dot nay, noi chuyen chang co ti nao la tri thuc ca",,2.0
"dm thang mat day, an noi nhu cho",2.0,
"cai lu bon may dung la mot lu o hop, chi biet loi dung nguoi khac",2.0,
"con nay dung la oc cho, khong biet nhin nhan van de a?",2.0,
"may la cai do kho chiu, dung co ma nhung nhang nua",2.0,
"thang cho chet nay, lam cai gi cung hong",2.0,
"m may la thang dan don, noi chuyen khong co dau oc gi het",2.0,
"cai con vo hoc nay, dung co ma ra ve thong minh",2.0,
"dm cai thang mat day, lam gi cung pha hoai",2.0,
"thang nay chi duoc cai to mom, lam thi chang ra gi",2.0,
"con nay toan lam tro he, nhin ma phat ghet",2.0,
"may la do vo tich su, dung co ma pho truong nua",2.0,
"cai thang loi dung, an ba noi ba",2.0,
"dm bon may la lu dien, noi chuyen chang co logic gi ca",2.0,
"con nay la do vo liem si, lam chuyen gi cung mot minh mot kieu",2.0,
"Thằng ngu này, nói mãi không hiểu à?",2.0,
"Đồ con chó, cút ngay khỏi đây!",2.0,
"Mày là thứ rác rưởi, không nên tồn tại.",2.0,
"Con đĩ điếm này, sao mày trơ trẽn thế?",2.0,
"Thằng mặt lồn, nhìn mày ghê tởm vl.",2.0,
"Đồ khốn nạn, sao mày ác độc vậy?",2.0,
"Mày đúng là đồ ăn hại, chỉ biết phá hoại.",2.0,
"Con điên này, nói chuyện xàm xí vãi.",2.0,
"Thằng hèn nhát, dám làm không dám chịu.",2.0,
"Đồ chó má, cút xéo đi cho khuất mắt.",2.0,
"Mày là đồ súc vật, không bằng con chó.",2.0,
"Con quỷ cái, nhìn mày phát ghét.",2.0,
"Thằng vô dụng, sống làm gì cho chật đất?",2.0,
"Đồ ngu dốt, không biết gì thì câm mồm.",2.0,
"Mày đúng là đồ bệnh hoạn, cần đi khám.",2.0,
"Con đĩ chó, mày là nỗi ô nhục.",2.0,
"Thằng óc chó, suy nghĩ như trẻ con.",2.0,
"Đồ dơ bẩn, đừng có động vào tao.",2.0,
Mày là đồ rác rưởi của xã hội.,2.0,
"Con lồn giả, đừng có diễn nữa.",2.0,
"Thằng chó đẻ này, mày câm mồm đi!",2.0,
"Con đĩ lồn này, dcm mày đúng là đồ rẻ tiền.",2.0,
"Mày là thằng ăn hại, sống phí cơm gạo của bố mẹ.",2.0,
Cái loại mặt lồn như mày thì làm được cái đéo gì?,2.0,
"Đồ súc vật, mày không bằng con chó nhà tao.",2.0,
"Mày đúng là thứ phản động, bán nước hại dân.",2.0,
"Con đĩ già, bớt cái ảo tưởng đi.",2.0,
"Thằng ngu, não mày có vấn đề à?",2.0,
"Mày đúng là đồ vô học, không có giáo dục.",2.0,
Cái giống chó nhà mày thì đời nào khá được.,2.0,
"Con đĩ lồn điếm thúi, bớt giả tạo đi.",2.0,
"Thằng hèn, có giỏi thì ra mặt nói chuyện.",2.0,
"Đồ ăn bám, chỉ biết ngửa tay xin tiền.",2.0,
"Mày đúng là đồ biến thái, bệnh hoạn.",2.0,
Cái loại mặt lol như mày thì ai thèm quan tâm.,2.0,
"Thằng khốn nạn, mày sẽ gặp quả báo.",2.0,
"Con đĩ điếm, bớt cái mồm lại đi.",2.0,
"Mày đúng là đồ ngu dốt, không biết gì cả.",2.0,
Cái giống chó nhà mày thì mãi mãi là tầng lớp thấp kém.,2.0,
"Thằng óc chó, cút mẹ mày đi.",,
"Cái lũ phản động phá hoại đất nước, muốn gì đây hả?",2.0,
"Đồ chó má, mày có giỏi thì ra đây mà nói chuyện!",2.0,
"Con đĩ chó, nhìn cái mặt là muốn đấm rồi.",2.0,
"Mấy thằng bê đê, biến thái, làm ô uế xã hội.",2.0,
Cái loại óc chó này thì làm được tích sự gì?,2.0,
"Thằng ngu, nói chuyện như không có não vậy.",2.0,
"Mày là cái loại ăn hại, chỉ biết phá thôi.",2.0,
"Con điên, nói năng lung tung, không biết suy nghĩ.",2.0,
"Đồ rác rưởi, không xứng đáng sống trên đời.",2.0,
"Cái thằng mặt lợn, nhìn ghét vãi lồn.",2.0,
"Mày là đồ súc vật, không bằng con chó.",2.0,
"Con đĩ lồn, chuyên đi giật chồng người khác.",2.0,
"Mấy đứa vô học, ăn nói mất dạy.",2.0,
"Thằng hèn, chỉ biết trốn sau bàn phím.",2.0,
Cái loại này chỉ đáng bị vứt vào xó.,2.0,
"Mày là đồ phản bội, không có lương tâm.",2.0,
"Con phò, nhìn là biết loại gì rồi.",2.0,
"Thằng chó điên, cút ngay khỏi đây!",2.0,
"Mấy con lol ảo tưởng, nghĩ mình là ai?",2.0,
Cái lũ này chỉ giỏi phá hoại thôi.,2.0,
"mấy thằng lol hãm tài, làm được cái chó gì đâu mà sủa to",2.0,
"con phò này bày đặt lên mạng dạy đời, nhục như chó",2.0,
"thằng già lẩm cẩm, về hưu đi đừng có phát biểu linh tinh nữa",2.0,
"đám mọi rợ, không biết gì về văn hóa mà cũng đòi bình luận",2.0,
"cái đồ phản động, cút khỏi đất nước này đi",2.0,
"mấy đứa ngu học này, đừng có làm trò cười cho thiên hạ",2.0,
"thằng bóng chó, nhìn mặt đã thấy ghét rồi",2.0,
"con đĩ chó, bày đặt thanh cao, nhìn đã muốn đấm vào mồm",2.0,
"mấy thằng ô hợp, chuyên đi phá hoại là giỏi",2.0,
"cái lũ vô công rồi nghề, chỉ biết ăn bám thôi",2.0,
"đồ khốn nạn, dám làm trò này hả",2.0,
"con nhỏ này bị ảo tưởng sức mạnh à, nhìn ghét vcl",2.0,
"thằng chó má, dám lừa tao hả",2.0,
"mấy đứa đạo đức giả, sống như lol",2.0,
"con quỷ cái, sao mày không chết đi cho rồi",2.0,
"thằng khốn nạn, dám động vào gia đình tao hả",2.0,
"cái lũ ăn hại, không làm được cái tích sự gì",2.0,
"mày là đồ súc vật, không bằng con chó",2.0,
"con điên, đi bệnh viện tâm thần đi đừng lên mạng nữa",2.0,
"thằng bán nước, cút mẹ mày đi",2.0,
"thang dien, may nen di kham di",2.0,
con lon nay lam tro gi nua day?,2.0,
bon phan dong an hai dat nuoc,2.0,
"may la do an hai, cut di",2.0,
"thang ngu, noi cai gi khong biet",2.0,
chung may la mot lu dom dang,2.0,
con cho nay sao cu sua nhieu the,2.0,
"thang oc cho, nao cua may co van de a?",2.0,
"bon bay la do vo hoc, vo van hoa",2.0,
"may la thang hen, chi biet trum mem",2.0,
con di nay thich gay su a?,2.0,
"thang mat day, dam xuc pham tao a?",2.0,
"lu an bam xa hoi, vo dung",2.0,
"may la do ban thiu, kinh ton",2.0,
"thang re rach, khong co tu cach",2.0,
con me nay an noi vo duyen,2.0,
"may la do thieu sot, khong ra gi",2.0,
"bon ngu dot, chi biet lam phien",2.0,
"thang khon nan, dung co lam anh hung ban phim",2.0,
"con di, dung co gia vo thanh cao",2.0,
"thang dien, may dung co ma to mom",2.0,
con lon nay an noi vo duyen vcl,2.0,
bon phan dong an hai dat nuoc,2.0,
may la thang ngu nhat ma tao tung thay,2.0,
con met nay deo biet gi ma cung bay dat,2.0,
thang oc cho nay chac bi buoi dap vao dau,2.0,
may la do an hai xa hoi,2.0,
"cai con dien nay, im mom di",2.0,
bon may chi duoc cai sua bay,2.0,
"thang mat day, cam mieng lai",2.0,
con cho nay an noi mat day qua,2.0,
may la cai do vut di thoi,2.0,
thang he nay chi biet pha hoai,2.0,
"bon ngu dot, chi biet copy thoi",2.0,
con dien nay bi tam than ha?,2.0,
"thang khon nan, may se bi qua bao",2.0,
"bon suc vat, dung co ma nhay vao day",2.0,
"cai thang vcl nay, im di",2.0,
"may la do vo dung, chang lam duoc gi dau",2.0,
"con lon gia, dung co ma lam cao",2.0,
Thang cho dien nay noi nham lol gi vay,2.0,
Con lon nay truoc gio toan di lua tien nguoi ta khong,2.0,
"May la cai loai suc vat, khong dang song dau",2.0,
Cai bon phan dong nay chi biet pha hoai thoi,2.0,
Mat day nhu may thi lam sao ma co ai thich duoc,2.0,
Thang ngu si nay co hieu gi dau ma binh luan,2.0,
Con di cai nay chi biet dua cot la gioi,2.0,
"May la do an hai xa hoi, bien di cho khuat mat",2.0,
"Bon chung no la mot lu an cap, an hai cua dat nuoc",2.0,
Thang khuyet tat nao viet cai bai nay vay,2.0,
Cai con lon nay thich the hien lam nao,2.0,
"May la do rac ruoi, khong co mot chut nao gia tri",2.0,
Bon giac man ro nay chi mong muon dat nuoc suy tan,2.0,
Thang oc cho nay co bi dien khong ma noi vay,2.0,
Con lon gia nay thi biet gi ma phan xet,2.0,
"May chi la mot con sau bo, dang bi tieu diet",2.0,
Cai bon ngu dot nay thich lam anh hung ban phim,2.0,
Thang mat day nay dung co bien minh nua,2.0,
Con lon nay chi biet pha hoai thoi chu lam duoc gi,2.0,
"May la do vo dung, khong hon gi mot con cho",2.0,
"May la cai loai suc vat, khong bang con cho.",2.0,
"Dung la mot lu ngu dot, chi biet an hai xa hoi.",2.0,
"Cai mat mien the hien su khinh bi, rat ghet.",2.0,
"Thang cho dien, chay ve chuong an cuc di.",2.0,
"Con lon gia, dung co ma ra oai.",2.0,
"Bon phan dong, chi biet pha hoai dat nuoc.",2.0,
"May la do vo dung, khong lam duoc cai gi het.",2.0,
"Toi cao thu nhung ke nhu may, phai chet di.",2.0,
"Thang dien, di benh vien tam than ma chua tri di.",2.0,
"Con di cho, dung co ma nhay nho truoc mat tao.",2.0,
"Bon khon nan, chi biet song bam vao nguoi khac.",2.0,
"Cai bon an hai dan toc, phai xu tu chung no.",2.0,
"May la cai loai rac ruoi, khong co cho dung trong xa hoi.",2.0,
"Thang ngu, noi cau nao ngu cau do.",2.0,
"Con lon, da xau con lam ra ve.",2.0,
"Bon bay la lu suc vat, khong co nhan tinh.",2.0,
"Dung la mot lu he, chi biet mua vui cho thien ha.",2.0,
"May la thang hen ha, chi biet tron tranh.",2.0,
"Con di, dung co ma quyen ru dan ong.",2.0,
"Cai bon khong co nao, chi biet lam theo nguoi khac.",2.0,
"Cái lũ chó phản động, cút về rừng mà ở!",2.0,
"Đồ con lợn, ngu thì câm mồm đi cho đỡ bẩn tai.",2.0,
Thằng điên này chắc bị ngáo đá nên nói linh tinh.,2.0,
Mấy đứa vô học này chỉ biết sủa bậy trên mạng.,2.0,
Con phò này lại lên đây câu like à?,2.0,
Cái loại óc chó như mày thì làm được tích sự gì?,2.0,
Thằng hề này hết trò rồi nên đi diễn trò à?,2.0,
Đám mọi rợ này chỉ biết phá hoại thôi.,2.0,
Con đĩ này chắc muốn gây sự chú ý hả?,2.0,
Mấy thằng ăn hại này chỉ biết bám váy đàn bà.,2.0,
Thằng ngu này ăn gì mà óc rỗng thế?,2.0,
Cái lũ khốn nạn này nên bị trừng trị.,2.0,
Con chó này lại sủa bậy linh tinh.,2.0,
Thằng kém cỏi này đừng có lên mặt dạy đời.,2.0,
Mấy đứa mất dạy này không có giáo dục à?,2.0,
Con rẻ tiền này chắc bán thân nuôi mồm.,2.0,
"Đồ biến thái, cút về hang của mày đi.",2.0,
Thằng chả này chỉ biết nói phét thôi.,2.0,
Cái lũ sâu bọ này nên bị tận diệt.,2.0,
Con điếm này ăn nói vô văn hóa quá.,2.0,
"thang dien, may ko co nao a?",2.0,
con lon nay an noi vo duyen vcl,2.0,
"phản động, cút khỏi đây!",2.0,
may la do an hai xa hoi,2.0,
"bon ngu xuẩn, dau oc nhu chim",2.0,
"thang cho chet, may lam ban mat mat qua",2.0,
cai con phò nay suot ngay di giat chong ngta,2.0,
dua nao ung ho cai nay la do oc cho,2.0,
"thang dan toc, may ko co hoc a?",2.0,
"bon bay la lu oc vit, ko biet suy nghi",2.0,
"may la do phan quoc, cut ngay",2.0,
"con ngu lon, noi cai gi cung sai",2.0,
"thang de tien, chi biet loi dung nguoi khac",2.0,
"bon may la lu khon nan, song ko co tinh nguoi",2.0,
"may la cai do vut di, vo dung",2.0,
"con di cho, dung co ma the hien",2.0,
"thang an hai, lam xau mat cong dong",2.0,
"bon bay la lu oc heo, chi biet pha hoai",2.0,
"may la do re rach, ko co gia tri gi",2.0,
"cai thang benh hoan nay, noi toan loi vo van",2.0,
Cái loại mày chỉ giỏi mồm thôi chứ làm đc cái đéo gì.,2.0,
"Thằng ngu, nói mãi không hiểu à?",2.0,
"Con kia nhìn mặt đã thấy ghét r, đéo hiểu sao nó sống đc.",2.0,
"Đồ phản động, biến khỏi đất nước này đi.",2.0,
"Mày có giỏi thì ra đây mà làm, ngồi đó sủa cái đéo gì.",2.0,
Cái lũ vô học này chỉ làm bẩn mắt thiên hạ.,2.0,
"Thằng ml ăn hại, chỉ biết phá hoại.",2.0,
Ngu như bò mà cứ thích thể hiện.,2.0,
Mấy cái đứa như mày nên bị tẩy chay hết đi.,2.0,
"Con điên, nói năng linh tinh vcl.",2.0,
Địt mẹ cái loại óc chó này.,2.0,
Mày là cái thứ rác rưởi của xã hội.,2.0,
Cả nhà mày đều là lũ chó má.,2.0,
"Thằng bê đê, biến thái vcl.",2.0,
"Mày đúng là đồ ăn cướp, ăn trộm.",2.0,
"Con đĩ cái, chỉ giỏi giật chồng người khác.",2.0,
Cái lũ mọi rợ này nên bị tiêu diệt hết đi.,2.0,
Đám vô dụng này chỉ biết lợi dụng người khác.,2.0,
"Thằng hãm, làm cái đéo gì cũng hỏng.",2.0,
Mày đúng là thứ sinh vật hạ đẳng.,2.0,
"Cái lũ này đúng là óc chó, không hiểu sao vẫn tồn tại được.",2.0,
Mấy thằng lồn này chỉ giỏi phá hoại đất nước thôi.,2.0,
Con đĩ mồm rộng này chắc chắn là loại chuyên đi giật chồng người khác.,2.0,
Thằng ml mày có im mồm đi không thì bảo. Ngứa mắt vl.,2.0,
"Đồ phản động, biến khỏi đây ngay lập tức!",2.0,
"Mày đúng là đồ vô học, không bằng con chó.",2.0,
Cái loại mặt lồn này thì làm được tích sự gì.,2.0,
Mấy đứa vô đạo đức này nên bị tống cổ vào tù.,2.0,
"Thằng mất dạy, cút đi đừng làm phiền cuộc sống của tao.",2.0,
Con điên này chắc lại lên cơn rồi. Nhốt nó vào đi.,2.0,
Lũ ngu dốt này thì làm được gì ngoài làm trò hề.,2.0,
"Thằng chó ghẻ, mày không có tư cách nói chuyện với tao.",2.0,
"Mày là đồ rác rưởi của xã hội, nên bị tiêu diệt.",2.0,
Cái bọn dở hơi này nên đi khám bác sĩ tâm thần.,2.0,
"Thằng khốn nạn, mày sẽ phải trả giá cho những gì mày đã làm.",2.0,
Con đĩ điếm này chỉ giỏi giở trò thôi.,2.0,
"Mày là đồ súc vật, không xứng đáng làm người.",2.0,
Cái lũ mặt dày này không biết xấu hổ là gì à?,2.0,
"Thằng ăn hại, biến khỏi cuộc đời tao đi.",2.0,
Con khốn này chắc chắn là loại chuyên đi phá hoại hạnh phúc gia đình người khác.,2.0,
"thang dien, may chi duoc cai to mom thoi",2.0,
con lon gia nay khong biet nhuc la gi a?,2.0,
"may la do phan dong, chi biet noi xau dat nuoc",2.0,
"thang gay, nhin mat da thay ghet roi",2.0,
"con ban, dung co ma lam anh huong den nguoi khac",2.0,
"may la do suc vat, khong co nao a?",2.0,
"thang ngu, noi phat ra cau nao la ngu cau do",2.0,
"con tra xanh, chi biet di giat chong thoi",2.0,
"may la do an hai xa hoi, bien di",2.0,
"thang an hai, lam nhuc ca gia dinh may",2.0,
"con cho, an roi chi biet sua bay sua ba",2.0,
"may la do rac ruoi, khong co gia tri gi het",2.0,
"thang hen, chi biet tron tranh thoi a?",2.0,
"con lon, may khong biet xau ho la gi sao?",2.0,
"may la do vo hoc, noi nang nhu the a?",2.0,
"thang ham, nhin mat la thay ngu roi",2.0,
"con cho de, dung co ma chui bay nua",2.0,
"may la do pha hoai, lam hu het moi thu",2.0,
"thang bien thai, dung co ma lam dung tre em",2.0,
"con ngu lon, chi biet an bam thoi a?",2.0,
"Thang cho dien, noi nham lol",2.0,
Con lon gia nay mac cai loz gi ma gao the,2.0,
"May la mot thang phan dong, cuc suc",2.0,
Deo hieu sao co the de thang ngu nay lam lanh dao,2.0,
Dm tui may la bon ban nuoc,2.0,
Cai con met nay chi duoc cai to mom,2.0,
"Thang nao ung ho la thang ngu, bi dien",2.0,
"Bon may cho chet di, dung song lam gi cho chat dat",2.0,
"Cai loz me may, sao may ngu the",2.0,
Thang nao noi the la thang an hai xa hoi,2.0,
"May la mot con oc cho, chi biet an bam",2.0,
May nhin nhu mot thang an xin ban thiu,2.0,
"Bon nao lam the la bon suc vat, khong co nao",2.0,
"Cai con dien nay, di chet me may di",2.0,
"Thang mat day, dam lam nhung chuyen the nay",2.0,
May la cai loz gi ma len mat day doi nguoi ta,2.0,
"Thang dien, tam than, bi benh a",2.0,
Con met nay co van de ve than kinh a,2.0,
"Bon may la mot lu khon nan, khong co luong tam",2.0,
"Thang oc cho nay, cam mieng may lai di",2.0,
"mấy thằng lol hãm tài, làm ăn như cc",2.0,
con phò này nó lại giở trò à?,2.0,
"địt mẹ lũ phản động, cút khỏi đất nước tao",2.0,
thằng súc vật này nên tự tử đi,2.0,
