comment,label_id
Khác gì 3/ là chó cưng của mỹ,2
Loại chúng mày thì loại từ lức mới nở,2
Người miền Nam là dân tộc nào. Đưa người Hoa lên hả.,0
"Rồi sao,để bọn ngụy chúng mày lại rước ngoại bang về xâm lược nữa à.",2
Đúng ngay tim đen bọn tộc cối,2
Có thì chắc chia 2 vì tư tưởng theo vnch nó ăn trong máu rồi,2
Cho chúng mày vào nhà nước để chúng mày lại bán nước à =)))) mấy con ngan con tỉnh đi,2
Không phải không có mà là chưa có người tài lên được Đám cẩu nô chúng mày tính chia rẽ ai😂,2
"Mấy thằng phản động chúng m ngoài bới lông tìm về ra thì còn làm đc cc gì nữa =))))) ông cha bán nước bợ djt giặc, con cháu lưu vong cắn tổ quốc =)))) cả dòng họ nô tính vi tôn, nô huyết chảy xuôi =))))) ngon thì bạo động khởi nghĩa đi =)))))))))",2
"Hồi A50 là các bạn chế giễu và chửi dân Miền Nam xồn xồn , không có văn hoá , văn minh . Con gái Miền Nam không có giá trị . Giờ bị chửi lại cái các bạn dựng lên cãi cố .Kêu phân biệt vùng miền =)) Là muốn saoooo? Kèo thơm: “Thủ đô ngàn năm văn hiến” Kèo thúi: “Ở đâu cũng có người này người kia” or “Người ở tỉnh khác ra phá” Cãi không lại: “Bọn mày pbvm, cali thiếu nước à?” Cả nước xem diễu binh củng thấy A50 rõ tôn trọng và vui vẻ , trật tự hơn A80 rất nhiều . Là các bạn chửi ngta trước mà🙄",2
Vẫn mắc cười cái văn hoá đòi vả người khác,1
"Bắc kỳ là chúa kỳ thị vùng miền, bắc kỳ tự cho là: - Giọng/ từ ngữ bắc là chuẩn, còn lại là giọng/ từ ngữ địa phương - Đồ ăn phải chuẩn bắc, món ăn tỉnh khác đều xuất xứ bắc - Bắc làm lãnh đạo có lý luận - Dân miền bắc xkld đem tiền đô về, dân Nam tham ăn nhậu nhẹt lười làm - Hài bắc thâm thúy, hài Nam nhảm - Miền bắc giữ gìn truyền thống, các vùng khác văn hóa đều phải giống bắc kỳ - bắc kỳ mặc định Nam Kỳ hoặc ai kiu bắc kỳ là 3que phản động - Dân bắc làm có để dành, dân Nam phung phí",2
Một bài học ai rồi cũng sẽ học: không có sự kỳ thị nào là tự nhiên sinh ra cả 😆😂🤭 Không phải ngẫu nhiên mà từ bắc kỳ sức sát thương lớn hơn hẳn trung kỳ hay nam kỳ 🤣😌,2
"Tôi ng HN nhưng ủng hộ các bạn , các bạn cứ chửi thoải kái để bọn đb nó khôn ra Dcm chúng nó mất mặt đéo chịu được",2
"Nói tao pbvm cũng đượcc, nhưng tao dell mê nổi parky, có thể tao ko may mắn nên toàn var phải parkycho không, bao lần xém chết vì parky nên tao dell mê nổi chúng nó. Tao sinh ra và lớn lên trong namky, gốc bắc, gia đình cách mạng nòi nhưng tao lại ko thể hoà hợp nổi văn hoá parky, đặc biệt là bọn tự nhận người hà thành, người phố cổ chục hộ gia đình dùng chung một nhà xí 🤦🏻‍♂️",2
"Mình người bắc mà mình đọc mấy bài này mình gật đầu lia lịa, mình ko sống bậy như bọn đang bị chửi và mình nghĩ phải có nhiều bài chê như này thì bọn vô ý thức nó mới bớt bớt đi. Còn mẹ nào ko vô ý thức thì im đi vì ko ai chửi mấy mẹ đâu mà nhảy dựng lên",2
Ai cũng quên trong này trộm drone à? D phải vấn đề vùng miền nữa mà do dân mình ý thức tệ vãi l,2
Ở SG ko thấy ai dám đưa cả nhà lên trụ điện ngồi xem như này,0
"Kèo thơm: người HN Kèo thúi: dân HN gốc chẳng ai thèm đi xem, toàn dân tỉnh lẻ",2
"A80 đây :))) ngồi im là bị gì hay sao mà cứ phải chạy sát sát lại làm gì. Ảnh hưởng người xq, đợt còn đọc đc 1 bài bảo người ở Bắc dạy con tốt lắm k như người Nam mình",0
"Toàn mấy bà nội trung niên cũng ra đú hò hét như ai mà đợt 30/4 chửi gái MN k ra cái gì 😀 ít ra có thế nói bọn nó trẻ ng non dạ (độ tuổi đa phần là dưới 22 )có phần quá khích vì MN ít dịp như này Ở MB t thấy các đối tượng quá khích đa phần trên 30-40 luôn mà còn quậy cỡ đó thì t k biết ý thức tốt chỗ nào , trẻ thì kêu trẻ ng non dạ đc đi còn lớn cỡ đó thì ngta gọi là già mà ngu hả",2
"Do đợt này diễu binh ngoài HN tiêu cực và nhiều hình ảnh xấu xí hơn miền Nam nên mới giở giọng văn dĩ hòa vi quý, ở đâu cũng có người này, người kia. Thử mà ngoài đấy văn minh hơn trong này xem, lại chẳng đồng lòng quay ra chửi miền Nam ngay. Nói đâu xa lúc sắp diễn ra A80 đã có một đống cmt bảo ngoài HN ý thức lắm, không như miền Nam nhốn nháo, loạn lạc đâu. Giờ kết quả như nào ai cũng thấy, lạ gì cái tính tráo trở của người Bắc 😁",2
"Cả 2 bên khác chó gì nhau ?? Có cái đéo gì mà cãi. Vô nghĩa vl! Cả con chủ tus nói cũng ngu, cả cái đứa nào mà bảo gì mà như này như kia ra hanoi vả cho cũng ngu. Xàm l vãi, đợt trc cả đợt này đêu có cãi nhau sao phải này kia? Như nhau cả thôi, quan trọng là ý thức con người! Để diễu binh qua theo 1 cách yên bình vui vẻ đi!",2
"nếu nói t là cali, thì hãy cho t đi thuỵ sĩ =))))",2
M Thích gây war không,1
"Nhiều lúc thấy ng Nhật tuân thủ 1 cách máy móc , cứng nhắc",0
mang cái văn hóa khôn lỏi dạy người Nhật :)),0
Nhìn hình này liên tưởng tới đường 2 chiều ở VN. Kẹt 1 cái là xe nó lủi sang chiều còn lại làm xe chiều kia ko đi được thế là kẹt mấy tiếng đồng hồ. Giờ thằng chủ thread này nói người ta cứng nhắc. Cười ẻ.,0
Thà im còn hơn đăng bài ngu để ngta chửi,1
nhưng bên làn kia để làm gì mn,0
mày thanh hoá hay nghệ an ?,2
"Tôi ở tokyo 4 năm chưa gặp cảnh này bao giờ, chắc hẳn là trường hợp đặc biệt phải xếp hàng lên tàu. Đọc cmt nhiều đứa tự nhục thế kb 🤣🤣🤣",0
“ có thể tách con khỉ ra khỏi rừng - nhưng ko thể lấy khu rừng khỏi óc con khỉ “ Cái suy nghĩ khôn lỏi của bạn thật mang tính đại diện dân tộc á !,2
nan,-1
Cái này h là của t,0
Thanh Hoá Nghệ An hay Hà Tĩnh nói đi,2
Xong ai cũng đi 2 bên như viêt nam là thành 2 bên cùng tắc,0
Ngu như này đi đâu đừng bảo ng Việt là được🙂,1
Anh hung dữ z anh =))),0
A hiền mà 😂,0
Hong ai hiền mà chửi z hết trơn á =)),0
"Hài hước Nhiều người chê hạ tầng, cơ sở, an sinh xã hội ở VN kém nhưng họ luôn tìm cách trốn thuế, né thuế ... Lý do là sợ Tham Nhũng Vậy họ khác gì những người tham nhũng ngoài kia",2
Có bằng chứng hay thống kê nào chứng minh những người chê cơ sở hạ tầng VN và những người trốn thuế là 1 không bạn :)),0
Ko có bằng chứng ko có nghĩa nó không tồn tại? Vậy tôi hỏi ngược bạn nhé bạn có chắc chắn không 1 ai có tư tưởng như vậy ko =))),0
Mình nói “không tồn tại” và “chắc chắn không một ai” chỗ nào vậy bạn :)) bịa à,0
Thì tức là nó có tồn tại vậy thì có nhất thiết cần bằng chứng như bạn nói ban đầu không,0
"Đến cái tối thiểu là vỉa hè cho người đi bộ còn không có, nhưng mở miệng ra lên tiếng là bọn nó dời hộ khẩu qua Cali liền vì như vậy là đang chê Tổ quốc",2
"Thật ra người giàu mới tìm cách trốn thuế, chứ người 1 đầu lương như đa số bọn mình đây thì bạn trốn kiểu gì? 1 là bạn ko bị đánh thuế thu nhập vì lương bạn thấp, nhưng vẫn chịu thuế tiêu dùng 2 là lương bạn cao, nhưng bạn đi làm cty thì bạn muốn né thuế cũng ko được Nên cái chữ “nhiều người” ở đây chắc bạn ko ám chỉ người làm công ăn 1 đầu lương giống chúng ta phải k 🤣",0
Lương cơ bản quá thấp so với nhu cầu chi tiêu tối thiểu thì đào đâu ra thuế mà thu,0
Sao bạn lương thấp vậy?? Là do nhà nước hay do bản thân bạn??? Xong rồi than trách,0
"Dân VN mà, nói một đường làm một nẻo, nó là tính cách dân tộc chứ có gì bất ngờ, hài hước.",0
Dốt,1
",",-1
"Ai đó là cháu của quan chức hiện kinh doanh đồng hồ cao cấp không cần đóng thuế vs 1 số ngành hàng khác và chúng nó kêu là chỉ cần là con cháu của người đó thì làm gì cũng được 🤣🤣 nói thật chứ cái tư duy nô bộc, thần quyền của dân VN nó ăn sâu vào thâm căn cố đế rồi. Có thế có nữa thì cũng mãi như vậy thôi,",0
"Thôi ông im mẹ mồm đi! Ngta buôn bán chứ có nối nghiệp con ông cháu cha như Bush cha Bush con đâu mà ghen ăn tức ở! Kể cả ngta ko làm gì thì 110 triệu dân VN bọn tao (trừ mày ra) chẳng lẽ ko lo đc cho một vài người con cháu khai quốc công thần?!,",2
"Chả cảm nghĩ j cả. Nếu có thì là mình cũng phải cố để tham nhũng được nhiều như vậy. Sống cho mình trước đã 🤣 chính trực rồi cũng làm culi cho tham quan nó hút tủy,",2
"Nói chung tại không đớp được như chúng nó nên thấy ghen tị=)) chứ tầm doanh nghiệp lợi ích nhóm chung thì thấy bth,",2
"Biết khi ghen tị được đẩy lên cao nhất thì hệ quả là gì không :) P/s: làm cách mạng cũng là một cách để chỉ sự ghen tị đó :),",0
"Thì cũng như 3 que thôi=))) người ngu đi làm cách mạng,",2
"3 que là gì?,",2
"Sáng ra đã chơi đá rồi???,",1
"Ý bạn là vậy?,",0
"Ngáo,",1
"M có hình ảnh thì phải tung lên chứ nói mồm sao mà nghe đc?,",0
"Bạn nếu đã thấy thì có thể nêu cảm nghĩ, nếu chưa thấy thì có thể bỏ qua thôi.,",0
"Nghĩa là m đang nói nhưng ko có căn cứ?,",0
"Trong câu hỏi không có nghĩa vụ phải minh hoạ hay minh chứng cho điều được hỏi. Kiểu như câu hỏi Bạn cảm nghĩ gì khi được sống?,",0
"Là hỏi ngu ấy hả,",1
"Mọi người nghĩ được ăn phở dưới ánh nắng là bình thường. Nhưng để ăn được bát phở này thì có người phải trả lại cả chục nghìn tỷ đồng 😗 Chúc mừng Bác Quyết ra tù. Hy vọng Bác điều hành hãng bay và nỗ lực khôi phục tập đoàn FLC trở lại mạnh mẽ hơn nhé!,",0
"Cộng đồng chém gió về tài chính ở đây nha các bảnh 👇👇 https://zalo.me/g/oqijeo882,",0
"vcl sao bữa tiên lượng xấu mà nay ra tù ăn phở r :))) kkeek,",1
"Ủa hỏi ngơ tí ạ. Lừa đảo, tham nhũng vào tù cái nộp khắc phục số tiền đã lấy rùi ra tù vậy á hà. Vậy cứ làm sai bị phát hiện thì nộp khắc phục mà ko phát hiện thì coi như hênnn. Ngộ ha!!!!,",1
"Dm thế còn bao nhiêu ng chết vì chứng khoán flc thì sao phủi tay luôn ah,",1
"Nhìn ông Quyết này da dẻ hồng hào mạnh khoẻ, vậy mà vài tháng trước mấy bài báo đăng sức khoẻ của ông này đang nguy kịch…Nên khán giả hay nói mấy tay báo này là bồi bút,",0
"Sao bảo ung thư sắp chết , lòng tham là vô đáy , cái j nó là bản chất là k thay đổi đc 😌,",1
"Quyết còi, cũng gần đất xa trời rồi 🤣🤣,",0
"Khi bác đi nhà bác ở vĩnh phúc ,khi bác về nhà bác chuyển về phú thọ,",0
"Hôm trước xuống xe ở ngõ tôn thất thiệp . Nhìn đúng mịa r . K sai đc .,",0
"Thấy tuyên 7 năm mà đã ra đâu nhỉ,",0
"Dm vân chưa chết nhỉ ?,",1
"A cuoi tuoi quá,",0
"Tuổi gì mà là bác,",0
"Bạn mình ăn chộm hai con vịt đi 8 năm chưa về,",0
văn của người Việt khi nói về tham nhũng: tham nhũng thì ở đâu chẳng có điển hình của tư duy người khác không làm được mình không làm được là bình thường,2
Tao đố mày phản biện được câu tham nhũng thì ở đâu chẳng có đấy :)),2
"Trích lời Bác Trọng:bản lĩnh chính trị anh tốt, anh không bị đứa nào lôi kéo thì làm gì mà tham nhũng, người thật việc thật mà cứ cho tham nhũng là bản chất, là hiển nhiên Cũng vì cái tư duy này nên càng ngày tham nhũng càng nhiều ấy chứ",0
"Nước ngoài cũng có tham nhũng, nhưng người ta có vỗ ngực tự hào Học tập và làm theo tấm gương đạo đức Hồ Chí Minh ko? Người ta có thấm nhuần tư tưởng Cách Mạng ko? Đảng viên nước ta được đào tạo những tư tưởng đỉnh cao trí tuệ thì phải khác chứ, sao mà so sánh với bọn nhân cách tồi tệ đó được. Trừ khi Đảng thừa nhận Đảng tuyên truyền và đào tạo xạo láo đi rồi hãy so sánh",2
"Nói như cặc ấy a ạ. A có được dạy là sẽ cướp của giet người không, có được dạy là lừa dối các kiểu không ? Mà sao vẫn có tỉ lệ phạm tội thế ? Cái gì ra cái đó, sai thì chịu phạt, lại lấy lỗi cá nhân đi đánh giá toàn bộ Đảng, ai dạy anh lập luận như cac vậy :))))",2
"Thì đúng mà, quan trọng là ít hay nhiều thôi,ít thì bình thường còn nhiều mới bất thường.",0
"Giống như bảo ung thư ở đâu cũng có rồi từ chối điều trị, hoặc nhà nào cũng có chuột rồi mời chuột lên giường ngủ chung. Singapore có chuột nhưng bẫy kỹ, ta thì thả chuột chạy rông rồi an ủi nhau bình thường mà. Thực chất: Câu thần chú để biến nạn nhân thành đồng lõa - kẻ ăn cắp nhẹ nhõm, người bị ăn cắp tự an ủi, và hệ thống cứ thế mà... bình thường. Bạn ạ, dùng từ ngữ thì cho nó chính xác cẩn thận là 1, lấy ví dụ rõ ràng có số liệu là 2, không quy chụp là 3",0
Người ta ăn mứt được thì mình cũng ăn được mứt.,0
LHQ còn là cái ổ tham nhũng kìa! Nói “ở đâu chẳng có tham nhũng” nó hoàn toàn ko đồng nghĩa với “tham nhũng là bình thường”,0
Nhưng mà mục đích của nói câu đó là gì? Cố bình thường hóa tham nhũng?,1
Lại mấy cháu du học,0
"Ý nó rằng ở mỹ cũng tham nhũng như triều tiên thì lấy đéo gì chê, đấy đấy kiểu ấy. Hỏi con đĩ mẹ nó thích sống 1 quốc gia dc quyền cất lên tiếng nói, dc có đồ ăn thịt cá đầy đủ, con cái dc sống trong 1 môi trường tự do đầy đủ tiện nghi hay thích sống trong 1 nơi m phải ngậm cái họng chỉ biết ca ngợi gia đình nào kia, ăn thì cơm độn khoai đủ no là dc, tới tối cúp điện ngủ sớm chơi thì chơi quanh nhà ai cho m lên mạng coi yt chơi game? Hóng mấy con bò nếu có kiếp sau t là người triều tiên",2
Ngu hay chơi đồ mà nói Triều Tiên ăn cơm độn khoai? Tối cúp điện ngủ sớm? Đi Triều Tiên chưa mà phán như má mày đẻ trước năm 45 vậy?,1
"hihi, bọn tham nhũng bao che cho nhau",2
Các bố cứ nói mồm với nhau nhma đến lúc bảo nghĩ ra giải pháp để hạn chế tham nhũng thì lặn mất tăm =)))),1
Bởi vậy chúng nó coi tham nhũng là điều bình thường,2
"Nhà hát opera 1.500 tỷ, tại quận 2, TpHCM. Mơ ước về một tầng lớp tinh anh, biết thưởng thức nhạc thính phòng và không tham nhũng 😀. Cuối cùng chỉ có một đám tinh ranh (ma) và đống gạch vụn. Ảnh chụp từ quận 1..",2
Có đất nc méo nào ko tham nhũng =)) . Xây dựng cũng là tạo công ăn việc làm cho nhiều người . Chứ tiền VNĐ ra ngoài đâu có giá trị mà phải căng thẳng nhỉ . Chỉ cần không in bừa gây lạm phát . Thấy anh cũng lớn tuổi mà sao 3que thế ;)).,2
"cái này là trung tâm triễn làm quy hoạch chứ làm đéo gì phải nhà hát. Trước khi muốn chửi cũng phải tìm hiểu kỹ vào, không người ta lại bảo vừa già vừa ngu.",1
Biết cặc gì đâu 🤫🤫 phán bừa là giỏi :)).,1
"Dạ anh ơi, anh dịch cái camera qua bên trái sẽ thấy nhà hát nó nằm trước dự án The Opera, cạnh cầu Ba Son. Hiện tại khu đất đang được tận dụng làm sân thể thao, ăn uống và hội chợ. Còn cái “đống gạch vụn” là trung tâm triển lãm quy hoạch nhé..",0
Thấu đáo và có hiểu biết 😌😌.,0
Phải mở mang tới v mới chơi được vs Ô New 😌😌.,0
Trước xây cho bọn tham nhũng coi..mà giờ bắt nhiều quá...ko ai tham nhũng đủ để coi nên dừng lại rồi.,2
Nhà hát nào cái này? Đó là trung tâm triễn lãm!.,0
Trung tâm triễn lãm mà ba :))) lú.,0
:))) già đầu ngu như bò.,0
"Chống tham nhũng là việc của nhà nước nhé, dân đen mà ý kiến là thành 3/ ngay :))).",2
Địt mẹ m sang mỹ nó còn hốc nữa là.,2
"Og già nhỏ nào z dắt ổg dề đi, bị lãng trí gòi lên mạng nói tùm lum.",0
"Dân oan Thủ Thiêm bị cướp đất, cướp nhà đầy nhóc. Cứ ngỡ qua phà Thủ Thiêm 1 vùng đất trũng toàn ruộng sẽ yên ổn nào ngợ bọn vượn khỉ đột hang pacpo vẫn mò qua tới !.",2
Thằng 3 que đã ngu còn thích tuyên truyền. Khai thật đi mày thuộc tổ chức nào.,2
",",-1
"Đông Lào tham nhũng hàng đầu thế giới, biểu tình coi cong an quân đội cộng sản nó tàn bạo ntn?,",2
"Tôi chạ tin. Philippin đa đảng mà. Đâu phải 1 đảng độc tài cai trị. Lưu ý là nepan cũng đa đảng. Tôi chạ tin ở nepan có tham nhũng đâu!!! Hẹ hẹ,",0
"bộ bọn này ít bài tập về nhà quá hả, sinh viên VN mình có thấy đứa nào rảnh làm mấy trò này đâu, cảm ơn các thầy cô đã giao dl đầy đủ để k ai rảnh hơi làm ba cái trò mèo này,",0
"Hi vong se den sv tre Vietnam. Yeu dat nuoc Vietnam chu dung bao gio tiep tay cho bon tham nhung hai dan.,",2
"Cần ngay Thiên An môn ở các nước,",0
"Đa đảng sao tham nhũng nhiều thế không biết,",0
"Tin có thật. Sinh viên Philippines thật mãnh mẽ, đã đứng lên đấu tranh chống tham nhũng rồi. Cám ơn Nepal đã tiếp lửa.,",0
"TUYỆT VỜI ! TÔI ĐÃ MONG TÌNH TRẠNG DÂN Ở CÁC NƯỚC NHÌN NHẬN RA NHIỀU VẤN ĐỀ NHIỀU CHIỀU VÀ ĐÚNG RA ĐẤU TRANH GẦN 1/4 THẾ KỈ TRƯỚC, NHƯNG MONG NĂM 2025 MỆNH HỎA NỔ RA CÁC CƠN TUYỆT VỌNG ĐÓ KHI DÂN KHÔNG THẤY CÔNG BẰNG KHÔNG TIN VÀO NHỮNG LỜI HỨA SUÔNG MỊ DÂN CỦA NHÀ CẦM QUYỀN NỮA...🤣,",2
"bác làm trước đi nói ít thôi, chút e qua ra chụp ảnh tí mua nước cho tiếp sức, dù sao nay là CN,",0
"Châu á đang trở thành điểm nóng đáng lo ngại,",0
"Genz tư tưởng mới tốt có nhiều sự tiến bộ nhưng về chính trị và nắm giữ 1 đất nước thì sẽ rất nguy hiểm vì chưa có đủ kinh nghiệm và sự hiểu biết sâu rộng về tình hình. Minh chứng rõ nét cho sự non nớt trong chính trị là UK nó khiến đất nước bất ổn như thế nào.,",0
"Chắc hết gạo ròi,",0
"Toàn các nước xung quanh TQ bạo động, lại đi đổ cho Mẽo làm 😹.,",0
"Mục đích của phương tây khi muốn đa đảng là để làm gì, để đấu đá nội bộ, tranh giành lợi ích, thúc đẩy mua chuộc để gây bạo loạn, bất ổn xh ở đất nước họ muốn, sau đấy là đất nc đó sẽ rơi vào hỗn loạn, dân nghèo vs 1 chính quyền do phương tây hẫu thuẫn sẽ đứng lên cùng với sự ban ơi của mẫu quốc xuất hiện như 1 vị anh hùng giải cứu đất nước khỏi sự hỗn loạn 😂 vs thế là họ đạt đc mục đích thay đổi chế độ vs kiểm soát 1 nước theo ý họ, điều đó sẽ khó có thể sảy ra ở VN 🤣,",0
"VN ủng hộ tham nhũng nên ko cần biểu tình. Chỉ cần có diễu binh 1212 là được rồi,",0
",",-1
"Ô dổ ôi đăng cho vui ai biết viral xong mấy má vào cmt chửi gì ấy,ai pbvm cũng có đọc đâu chửi ai nghe. Còn t có chối đâu trời??? T thấy trùng hợp và tự hào t mới up 😌,",0
"trước cũng không kì thị Thanh Hoá đâu mặc dù tôi quê quán Nghệ An. Hồi đấy khoảng cấp 1, cấp 2 tôi hỏi bố bố cứ kêu “Sau này lớn lên không giao lưu, kết bạn, làm ăn gì với người Thanh Hoá. Cứ gặp chúng nó thì tránh càng xa thì càng tốt cho mình thôi.” tôi cũng khá tò mò thắc mắc thì tôi cũng hỏi anh họ câu tương tự thì anh cũng kêu “Sau gặp Thanh Hoá thì tránh cho lành, ko tốt đẹp gì đâu. Lớn lên Long sẽ tự hiểu”. Rồi sau khi lên cấp 3 rồi đại học tổng kết tôi gặp 8 người Thanh Hoá thì có 1 đứa,",2
"Đứa nào đ dám nhận quê Thanh Hoá thì để t nhận, cứ làm như các tỉnh khác không có người xấu ý😂,",2
"Sao mn kì thị thanh hoá v nhỉ, toi chơi ff có 1 bạn ở thanh hoá. B kể lúc nào cũng bị kick xong bị cno nói người thanh hoá:)) thấy tội vch chơi với nó dc 5 tháng rồi vui vcut tiếp xúc qua đt kh nói hết điều gì nhma b đó toi thấy tốt thật🤣,",0
"Tìm để bulol nó à m,",1
"???,",0
"có gì đâu mà phải ngại b ơi :)),",0
"Thọ Xuân ạaaa,",0
"Ôke,",0
"Thọ Xuân hả=)),",0
"Hậu lộc - Thanh Hóa chào bạn nhé,",0
"Tìm mãi mới thấy Hậu Lộc kk,",0
"Đã bắc kì lại còn thanh hoá,",2
"Thanh hoá thì có ls đâu. Sao lại phải chối nhỉ,",0
"36 chào nhe,",0
Việc xấu ở Bắc => chửi Bắc Việc xấu ở Trung => chửi Bắc Việc xấu ở Nam => chửi Bắc => Tất cả là tại miền Bắc.,2
"Làm việc xấu giọng miền bắc => Bản chất tụi nó thế Làm việc xấu giọng miền khác => Gốc Bắc, Bắc 54, .....",2
"Dân Hà Nội sai->chửi dân Hà Nội Dân khác chê dân Hà Nội->Đếch care Dân Hà Nội chê->thượng đẳng,ngáo mác thủ đô:)).",2
Này hả.,0
buồn hơn khi đa phần ng phân biệt là dân miền nam.,2
Địt mẹ bọn 3 sọc.,2
Tại bắc kỳ sống dơ.,2
"Tôi là dân Bắc, sống trong Nam 20 năm nay: dân Nam có 2 loại: 1. Hào sảng, nghĩa khí. 2. Nguỵ quân tử..",0
Cút về Bắc kì ngay.,1
Cụ tổ nhà mày gốc Bắc đấy.,1
None.,0
"3 thanh hoá, 6 nam định.",2
vì ng Bắc bọn t quá chất =))).,0
Chất độc..,0
Chó parky bị dẫm phải đuôi mà nhảy dựng lên thế.,2
"Bắc kỳ sống đáy xã hội toàn dìm người khác xuống để thấy bản thân mình tốt đẹp Bị chê lại thì giãy đành đạch lên, tự ái bắc cụ.",2
Mang mũ cối sang đó bảo là bản sắc dân tộc- thưa với các ông là nên thể hiện ý thức văn minh khi ở bên đó mới là bản sắc dân tộc nhé,2
nhìn cái mũ cối là biết dân mô rồi chưa cần phải hỏi😅😅😅😅😅,0
đặc trưng của nghệ an. tự hào quá,0
Biết là các bạn yêu đất nước mình cũng chân trọng nhưng nói thật mặc véc đội mũ cối nhìn nó hơi lôi thôi . Cái gì nó ra cái đấy 🥺🥺,0
ở đâu chả đội mũ cối,0
"chỉ có vùng miền các bạn đội nón mũ cội đi học hoặc làm thuê xứ người thôi, đừng đại diện cả nước",0
nhìn biết làm thuê,0
Mang sang đỡ cả sên mua đó a tiến 😂,0
Em chờ mãi 🥺,0
người từng đi chia sẻ. đi rồi lại thất vọng nhiều. ôi đất nước nhật.,0
chất,0
đội mũ gì cũng được miên là sang ấy sống cho văn minh,0
"Các bạn đang đi truyền cảm hứng dùng mũ cối của nước ta ra năm châu,vài năm sau sẽ có tập đoàn phân phối mũ cối tại các nước",0
yêu,0
đỗi mũ cối đeo ba lô.đúng chất ng việt.tự hào lắm,0
Chúc mn có sk bên xứ người.😁😁😁,0
sang đó trốn xong gọi đi bộ đội hả,0
Ý nghĩa là cho dù có khó khăn thế nào đi chăng nữa tôi cũng quyết đi bộ đội 😁,0
qua nhật đi bộ đội,0
"Mé có khi nào kit test này ko đủ tiêu chuẩn, test người âm tính thành dương tính không?",0
"Mất lòng tin là mất Dân, mất Dân là mất Nước 😂",0
mấy ông cán bộ ăn ngập mồm...,2
Hỏi sao sg banh xác 😳,1
Bửa bom kinh lắm cơ mà,1
ông nào cấp giấy lôi đầu ra hết,0
Bao nhiêu dân bị mất tiền mất của oan ức,0
thế rồi mấy bộ test có đạt tiêu chuẩn không,0
K tự nhiên mà trúng thầu dc 1500 dự án mà lại toàn dự án lớn đâu . Có quan bảo kê nhưng nay ngã ngựa rồi . nên mới lòi ra,2
Năm rồi đỗ thừa Hội Thánh Phục Hưng làm lây lan dịch bệnh. Bây giờ mới phát hiện ra thì ra thằng Giặc là đây chứ đâu. 😂😂😂😂,2
CDC hải dương kí hđ mua 151 tỉ. giám đốc CDC nhận hoa hồng 30 tỉ thì biết r đấy,2
kít này âm tính xét nghiệm thành dương tính. đưa đi cách ly là tự nhiên nhiệm luôn,0
Thế tóm lại xét nghiệm từ trước đến nay kết quả ko biết đúng hay sai ah,0
"Kit thi đắt, làm như này kiếm ác. Kit thử của vn không dc Who công nhận",0
Vấn đề là ai chống lưng cho chúng nó phân phối cả nc,2
"Đang âm tính, test cái này ra dương tính ảo, xong lôi đi cách ly lây chéo thành dương tính thật. Đây là giặc nội xâm chứ đâu là giặc nữa",2
"hèn chi cái gì cũng mắc, có lý do chính đáng 😁",0
Cứ bảo sao dịch bệnh bùng phát.do bộ kit test ko chuẩn làm lây lan ra cộng đồng,0
Cán bộ đứng sau hết cả. chứ chả tự nhiên mà làm ăn trôi chảy vậy đâu,0
ôi VN mình tuyệt vời quá phải không anh,0
Rồi có trả tiền lại cho Dân ko ae 😂😂,0
Chỗ tui 1 lần test 220k bây giờ giảm rùi còn 70k 😳,0
cơ bản ăn chia rồi. biết giá vậy nhưng bán giá khác độc quyền. xong cty báo lỗ éo hiểu bệnh viện vs dược lỗ gì,0
bác sĩ y tá tuyến đầu thì chạy hết công suất để cứu dân. lãnh đạo thì rung đùi nâng giá an tren đầu tren cổ người dân . mong Bác Trọng cho vào lò hết,2
"Toàn bán 75,80k mới vkl",1
khi nào thì bộ trưởng bộ y tế từ chức???,0
1 lần test 150k 😁 vừa mới test,0
"Đầu tháng 7 tôi test để giấy đi đường tại Bv quân y 115 , test nhanh 350k , test PCR 700 k , tụi nó thông đồng ăn biết bao nhiêu tiền của dân",0
đề tài quốc gia 19 tỷ với học viện quân y sao không thấy nhắc,0
dưới đồng nai test vẫn để bảng 250k chưa thấy dẹp,0
Bộ trưởng bộ y tế vẫn an toàn à,0
Nếu que test mà rẻ như khẩu trang người dân sẽ mua test thường xuyên và dịch sẽ ko lây lan nhiều nữa.,0
chỗ tôi test hết 110k,0
chỗ tôi bây giờ ra tiệm thuốc vẫn bán 120 cành 1 que,0
Học viện quây y chủ trì công trình này phối hợp VA nghiên cứu 19 tỷ ngân sách. Tránh nhiệm ở đâu? Ai xử họ ạ 😳😳,0
"Sẽ có vụ trưởng, thứ trưởng… ra đi😳",0
vụ này k làm ra ra k làm cho tới thì đừng trách tại sao lòng dân không yên tại sao dân không còn tin vào chính phủ nữa,0
😳bùng dịch có khi nào que text là mầm bệnh😌,0
Lời 400% sao bảo ko chi nhiều,0
"Có cây to chống lưng, chứ làm sao cty tư nhân mà ôm hết đc",2
Hàn Quốc nó bán cho 50k không chịu mua,0
K bắt dc trùm cuối nhỉ,0
"có mỗi Hải Phòng và Quảng Ninh chốt chặt cửa ngõ nên ko bị dịch, ko mua kit test",0
tao chỉ muốn biết 80% cổ phần việt á là của ai thôi,0
còn tỉnh nào chưa nhận ấy nhỉ ?,0
Cái sai của Việt Á là thổi giá quá cao để kiếm lời. Chứ nếu bán đúng giá thì đây là việc tốt,0
