clean_text,label_name,pred_name
"phạm hoàng vao lau roi ma ong , dc cai mih cug thik chui bay : )",Clean,Offensive
không tiền thì gọi mơ_ước chứ đéo phải đam_mê đâu,Clean,Hate
ly ly hey homie = ) full quá homie êyy,Clean,Hate
tao cố_gắng nghe hết nhưng đâu tai thật_sự,Offensive,Clean
tờ hu dương hệ thùy_dương khôn thấy nói giàu_có nhau taz : ),Clean,Hate
đặng yến ngọc sao chị lại xuất_hiện ở đây không,Clean,Hate
phong đan ôi xem mv thấy lúc ổng mở cái hủ ra không vậy bạn êi !,Clean,Offensive
ngọc mỹ không mốt năm nay thật mình hoa 😅,Clean,Offensive
anh_em con cặc,Offensive,Clean
số đẹp,Clean,Offensive
dũng sỹ cút lên top dùm,Clean,Offensive
"dân miền tây vậy đó các bạn , top 1 thịnh_hành",Clean,Hate
đây hình_ảnh a tôi sau bữa đi dắt tùng sói đi ăn cua hoàng đế !,Clean,Offensive
e thấy chị vậy được rồi . cuộc_sống mà !,Clean,Offensive
cuốc sư khi nào về việt nam truyền bài thần_quyền em nha . a_men em đạo phật mà,Clean,Hate
cảm_động trước tình người nhân_dân đất_nước phát_triển,Clean,Hate
trung phù_thuỷ : vậy,Clean,Offensive
bệnh_nhân được nhận máu sau khi nghe tin,Clean,Offensive
ông_bà ta nói lửa mới khói chuyện gi qua thi đi mọi người ơi !,Clean,Offensive
ở nhà_ăn tết 🙂,Clean,Offensive
nguyễn đăng khoa haiz tao cũng không biết nữa chắc tao chọn thích “ nghi ” với cuộc_sống : ),Clean,Offensive
tụi hàn giàu giả_tạo không bền_vững như triều_tiên,Hate,Offensive
ae chuẩn_bị đón_nhận nút bạc nhanh nhất sờ chim mơ ba_rọi béo đi,Clean,Hate
hot quá thầy ơi,Clean,Offensive
từ_bỏ thiên_đường xhcnvn sang xứ tư_bản giãy_chết làm culi ! 😭 😹 🤣,Clean,Offensive
cái áo đẹp mà cứ dấu 🤣 🤣,Clean,Hate
thực_sự ra chẳng phản_động đâu chỉ co người dân nói sự_thật thì bị chính_quyền chụp_mũ gọi phản_động,Clean,Hate
máy quá mất giấy máy bạn_hàng người_ta máy quá bó lao máy vô chơi máy máy chơi chơi máy,Clean,Hate
nguễn trường vô cùng luôn intro,Offensive,Hate
làm riết thấy chán . lên cao_thủ lẹ đi ông_già,Offensive,Clean
"khai_báo rõ_ràng , cách_ly kịp_thời thì không đáng ngại , chỉ sợ mấy con sợ cách_ly rồi khai_báo sai",Clean,Offensive
ae chậm thoii 🤪,Clean,Offensive
chắc vuii,Clean,Offensive
vũ mỹ linh cứ vô_tư bạn ơi,Clean,Hate
chưa hiểu chất ở đâu,Clean,Offensive
hoàng thiện chưa hề chửi nha,Clean,Hate
ông cũng không giúp mẹ cha đi . rảnh_rỗi ngồi online fb nói này nói nọ quá ha,Clean,Hate
đây mới lý_do tú chia_tay abe,Clean,Offensive
một đám đó gõ lọc_cọc chửi người đi từ_thiện : ) ),Clean,Offensive
ba hard con cặc : ) ),Hate,Clean
hà hùng_vĩ hơn người vn mình nhiều nước nó phát_triển nưac,Clean,Offensive
"chơi gì cũng ngu , chơi ngu giỏi 😆",Clean,Offensive
tốt rồi . .,Clean,Offensive
cô hiền qua,Clean,Offensive
khác mỗi cái màu,Clean,Offensive
vũ_thế đức hay quá ban oi,Clean,Offensive
"chè nguyễn chè ngoi kế bun choi la vui nhất , hết chặt heo hoac không ra bài 😂",Clean,Hate
búi trĩ team xdd,Clean,Offensive
"phan lặng_yên tui nhớ không nhầm thì người nói bộ về gạc ma cóp_nhặt đủ các nơi lung_tung về thì phải . chưa tính đến việc ông lương chém gió nữa ( công_binh hải_quân không được nổ_súng trước , chứ không phải không được nổ_súng )",Clean,Hate
"tưởng ngon à , tao khinh ! !",Clean,Offensive
mặt nhìn nét tây,Clean,Offensive
hiệp hữnghờ = ) ),Clean,Offensive
lily trịnh tứ_quý chưa phải to,Clean,Hate
"trang ngoan nhớ nha mày , nhắc khéo mày nè",Clean,Hate
thầy tôi : ( (,Clean,Offensive
hôm_nay sống ảo như_vậy đủ rồi đó ông_già,Clean,Offensive
linh phan linh ba con sói,Clean,Offensive
tham_nhũng hèn_gì chúng_nó giàu_thế,Hate,Offensive
"mấy lần đọc st chị ấy mà mình thấy vừa đúng lại vui nữa cười toét hết cả mồm ! hay , hay !",Clean,Hate
vân giang hehe . trùm khẩu_trang chụp nghe,Clean,Offensive
tặng em đi,Clean,Offensive
nghe 1 lần thì mình thấy không hay : ) ) nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi 😌,Clean,Hate
mình thấy ông này đáng thương hơn đáng ghét,Clean,Hate
đồ uyển đình ngọc địt con mẹ = ) ) chai sting vô đầu nha,Offensive,Hate
chắc tụi tui tin : ),Clean,Offensive
sống chậm thôi các bácc 🤦 🏼 ‍ ♀ ️,Clean,Offensive
gan vđ,Clean,Offensive
em thì không hiểu đầu nào nhưng chuyện gì mà chị chửi giữ zay chị,Clean,Offensive
nhìn tiên trí vũ_trụ xuống sắc quá . . sợ sk quốc_sư kg được tốt . . nhìn này .,Clean,Hate
lý_do lớn nhất để yêu xa không phải do cô_đơn mà do bạn muốn cao hơn vài phân : ) ),Clean,Hate
ngu thì ráng gõ google để xem xe công như thế_nào được ưu_tiên nhá : 3 chắc dòng_họ nhà chúng_nó làm công_chức nên chúng_nó hùa vào bênh_vực đó mà : vậy,Hate,Offensive
tấc nhiên à thì tấc nhiên = ) ),Clean,Offensive
nguyễn tài đi đà_nẵng nào 🤣 🤣,Clean,Hate
thầy đẹp lắm : vậy,Clean,Offensive
như quỳnh khổ ghia 😌,Clean,Hate
ông ad kì vãi lìn = ),Clean,Offensive
tối_ngày đi ra ngoài đường khùng khùng,Offensive,Clean
"phải nói sách mách chứng thế_thì nhiều người mới biết được đâu ngụy đâu chính , đâu ngu_dốt đâu văn_minh . .",Clean,Hate
phát_biểu nguu vãi,Hate,Offensive
"làm được chức lớn mà cậy , chẳng hiểu cán_bộ lãnh_đạo làm như_vậy đẹp để noi gương không , đọc xong nghe mak hết muốn ăn",Clean,Hate
giang hôm_qua ở hoàn kiếm à ô,Clean,Offensive
đẹp_trai z a oi,Clean,Offensive
đtr vậy ~,Clean,Offensive
nói làm lồn gì để rồi bị chửi = ) ),Offensive,Hate
cực_kì thuyết_phục !,Clean,Hate
cực_kì thuyết_phục = ) ),Clean,Hate
vpn được tất,Clean,Hate
nỗi đau chồng lên nỗi đau .,Clean,Offensive
một học_kì đầy sóng_gió với abe,Clean,Offensive
nhìn bản_mặt thành long nhầm tưởng nhân_hậu nhưng bản_chất vô_hậu,Hate,Offensive
đứa nào mà lúc_nào cũng cười giống cô gái truyện này đây :,Clean,Hate
đcm cười 33 giây,Clean,Offensive
sặc_máu với bả 😭,Clean,Offensive
"một cô bé chợt nhận ra tóc mọc giữa hai chân . cô ấy lo_lắng chạy đi hỏi mẹ về đống tóc đó . mẹ cô ôn_tồn giãi thích phần tóc đó tên khỉ , hãy tự_hào con khỉ con mọc tóc . "" cô bé cười . vào bữa tối cô nói với người chị "" khỉ em mọc tóc rồi ! "" . cô chị cười nói : "" chưa gì đâu , khỉ tao còn ăn chuối rồi cơ : ) )",Clean,Offensive
tối qua hẹn nay ra vlog nhưng hóng mãi vẫn chưa : ( (,Clean,Offensive
tú phạm tư_tưởng ở nhà lấy chồng chả thế 😂,Clean,Offensive
xuyến nguyễn no no,Clean,Hate
anh ngọc nguyễn,Clean,Offensive
bảo_an đoạn đầu giống ae hay chửi nhau đấy hah,Clean,Offensive
chị chị đẹp,Clean,Hate
toàn cocc làm thôi,Clean,Hate
liễu fiêu fiêu lấy đâu ra thông_tin ý_thức hơn z,Clean,Offensive
hoàng vũ tiền thì thằng đéo nào cũng đẹp 🙂,Offensive,Hate
chúc_mừng người ae,Clean,Hate
link website anh_em nào muốn mua áo như bé ba luôn,Clean,Offensive
nguyễn trọng hiệp nani 0,Clean,Hate
nói linh khoe vàng . còn cô thì sao . ?,Clean,Offensive
"biết nhưng biết vs nhau thế thôi nhé . đừng ai nói ra , nó lại bảo phản_động đấy",Clean,Hate
người việt rất thông_minh sáng_tạo ở khoản này mà .,Clean,Offensive
"phạm minh pháp sai rồi bạn ơi , nhung em ấy chỉ nằm cái nào vát cmn vàng hay đá_quý thoy : )",Clean,Offensive
ăn tết ngon : ) ),Clean,Offensive
vậy hỏi lương ông nhiêu ? ông mấy chục căn_hộ ?,Clean,Hate
chắc sáng bà xem được chiều edit video đính_chính : vậy,Clean,Offensive
thế nên phải được nghỉ học thêm tháng nữa = ) ),Clean,Hate
bao binh 10 năm mà lương như_vậy thì trách bản_thân bạn,Clean,Offensive
". tìm_hiểu dùm mình nhen bạn , không phải cứ tây ăn cứt thì ta cũng ăn cứt nhen !",Hate,Offensive
bữa_nay lộng_lẫy quá he đẹp gái quá chị,Clean,Offensive
mãnh_thú thích mùi gậy,Clean,Offensive
chị tiền thế sao không đi thẩm_mỹ_viện đi ak ! !,Clean,Offensive
lộn cái,Clean,Hate
múp quá abe ơi,Clean,Hate
thần tức ziên tức zien tượng tui,Clean,Hate
chi dep that ma,Clean,Offensive
thấy gái con mắt sáng lên : ) ),Clean,Offensive
thích phải nói cũng như đói phải ăn : ) ),Clean,Hate
dễ tha_thứ vậy em_em tấm lòng nhân_hậu quá,Clean,Hate
nghĩa nguyễn mai_mốt chào nhau phải như_vậy nha,Clean,Hate
4tr8 lượt xem,Clean,Offensive
bộ hết người hay sao vậy trời .,Offensive,Clean
kha_khá nhung,Clean,Hate
“ công đi các em 🙂 bọn nó yếu lắm r ! a sấy phải hơn 2 băng_đạn các e ạ ” 🙂 đó câu nói lừa người nhất mà tôi từng nghe 🙄,Clean,Offensive
mình tên tùng lúc nhỏ cũng vậy 🙂,Clean,Offensive
"trần dần ăn tục , nói khoét hắn đóan được vận_mệnh , tương_lai thì nay hắn giàu to rồi , chứ đâu phải xách cần đi câu cơm , lẻ hắn bị ( bệnh tâm_thần ) .",Hate,Clean
trần bắc hà cũng chết tù đó !,Offensive,Clean
yêu xa xác_định đi buổn sỉ lẻ các loại sừng đi còn phải đi buôn vỏ ốc vỏ sò hay không còn phụ_thuộc vào vận may mày : ) ),Clean,Hate
tội_nghiệp nhà tiên_tri lúc này hơi ôm gì toàn ăn mi gói chịu không nổi gio muốn quay lại việt nam rồi tội_nghiệp quá,Clean,Offensive
nguyễn thuận ca_sĩ ra bài fan ý_kiến chứ clg căng,Hate,Clean
cảm_động rớt nước_mắt : vậy,Clean,Offensive
youtube dung_túng những lip tục tiểu_sao vẩn được đăng không hiểu luôn khóa tài_khoản lại nó bớt xàm liền chứ gì chửi bậy_bạ trẻ nhỏ nó bắt trước,Clean,Offensive
xin video di_anh dep trai,Clean,Hate
"sao lại không ? không_gian khép_kín , lúc_nào cũng mở điều_hoà , vị_trí ngồi thay_đổi liên_tục , với lại mấy người bị lây_nhiễm hầu_như trên 50 nên đề_kháng suy_giảm nếu đổi lại trẻ tuổi hơn chắc không nhiều như_vậy ( bằng_chứng cả phi_hành_đoàn đ",Clean,Hate
lmao = ) dịch thế_mà các ô vẫn đá được ms siêu,Clean,Hate
nhiều tiền mới người thành_công : ) ) \,Clean,Offensive
doinb thật vinh_dự khi được thầy gánh,Clean,Offensive
lê minh thành đẩu đi đóng mv rồi,Clean,Offensive
link chết rồi,Clean,Offensive
chửi vụ phan anh đi : ) ) sao châmh update thế .,Clean,Hate
bài ca đòi nợ hay ghê = ) ) chắc học thuộc,Clean,Offensive
ổng ráng nín kìa = ) ),Clean,Offensive
búng tym lợn ông_già ăn với mỳ tôm này = ) ),Clean,Offensive
duy khánh_thế cứ đàn_bà thì mới không biết đúng sai à ? ? 😀 ? ?,Clean,Offensive
"ông dần 3 / nhưng 3 / zui , khác vs 3 / lol kia",Hate,Clean
đổi avata để ủng_hộ . yêu_cầu nhà nuosc đưa cán_bộ tới vũng án tắm biển hết đi,Clean,Hate
ok,Clean,Offensive
thôi anh ơi chuẩn_bị về mở tiệm bánh_tráng được rồi,Hate,Offensive
"hiếu ơi hiện kênh con lisao chửi cả dân_tộc việt nam ngu vì ăn mắm thúi , em lên dạy_dỗ nó bài_học đi em , bức_xúc quá . cảm_ơn em .",Hate,Clean
thích qua à . ước gì trinh 3 tiếng,Clean,Hate
love you,Clean,Offensive
nguyễn thịnh như con đĩ quái_thai . bổ xug thêm con cu nưa nhé . trứng hơi to 😁,Hate,Offensive
lâu_lâu được một pha cứ đem ra khoe hoài : ),Clean,Hate
ok a : 3,Clean,Offensive
sắp hưu rồi thì nói thôi ông nào mà chả_vậy,Clean,Offensive
5 điều bác hồ dạy : khiêm_tốn thật_thà dũng_cảm .,Clean,Hate
giống loài loan luân la vây,Hate,Offensive
minh anh mai không sao về đây anh ơi,Clean,Offensive
đang xem hài ai rãnh xem quãng_cáo,Clean,Offensive
đẹp_trai lỗi tại ai = ),Clean,Offensive
@ em_gái cu chuyện gì z mn ? .,Clean,Offensive
thùy_linh đọc nguyên đoạn cuối thôi 🤦 ‍ ♀ ️ 🤦 ‍ ♀ ️,Clean,Hate
này thì thượng_đẳng với chúng_tôi,Clean,Offensive
duyên dễ sợ duyên . cô nói_chuyện thật_tình quá,Clean,Offensive
"thích cô mh , mà lkc thì nc hơi vô_duyên",Clean,Offensive
lấy tiền miền nam đi nuôi một lũ con_cháu trung_quốc,Hate,Clean
nhung,Clean,Hate
style truất,Clean,Offensive
giúp mình với mọi người ơi,Clean,Offensive
tường vy ok,Clean,Offensive
nguyễn hoàng cẩm ly xem_lại vẫn buồn_cười,Clean,Hate
1 không đẹp bằng mình 2 xấu hơn mình ?,Clean,Hate
quả dày cá_sấu made in cao bằng : vậy,Clean,Offensive
chúc_mừng thầy nha = ) ),Clean,Hate
chính_thức vô gia cư 🥺 🥺,Clean,Hate
buôn cuoi quá anh lân oi chọc nha tiên_tri hoài,Clean,Offensive
làm con_người không thích thích làm con cặt,Offensive,Hate
trường nghe ấm lòng zễ sợ,Clean,Offensive
này khẩu phật tâm xà,Offensive,Clean
đạn bắn không chết chỉ khi nào tới số thì mới chết không .,Clean,Offensive
xin video di_bro : vậy,Clean,Hate
"nếu ông này đem thử_nghiệm rồi chết vì tai_nạn . thằng chó ad lại bảo : cơ_quan nhà_nước không quản_lí , theo_dõi để người dân chết vì phát_minh mình . ex",Hate,Offensive
bu phạm nhớ nha : ),Clean,Offensive
haha lạy mấy mẹ,Clean,Offensive
đáng_lẽ phát come out cô minh hiếu vào 8 giờ tối . mọi người rảnh xem vs cày view lên top trending . ❤ ️ ❤ ️ ❤ ️ ❤ ️,Clean,Offensive
xe đẹp cọc_cạch 😂 😂,Clean,Offensive
cái mỏ lồn,Offensive,Hate
tú hoàng võ thầy tao làm hết nha : vậy,Clean,Hate
lên top 1 trending đê chị e ơi,Clean,Hate
em rớt trứng rồi abe,Clean,Offensive
trương duy lz mẹ,Hate,Offensive
cực_kỳ thuyết .,Clean,Hate
cạn_lời,Clean,Hate
thi đéo làm được bài mà nhìn mặt lão độ đéo nhịn cười được . ae ai như t_k,Clean,Offensive
"một bên giọt pessi , một bên giọt cô ca - . -",Clean,Offensive
ba hard con cặc : ) ),Hate,Clean
quân mông - nguyên hồi xưa hùng_mạnh cỡ nào còn dẹp nổi mà : ) ) trận này thắng chắc,Clean,Offensive
14 : 41 nói gì nói hát cải_lương vẫn không quên con 3 dàng ngọc,Clean,Offensive
giang_hồ mõm sena hải phòng : ) ),Clean,Offensive
c đep qua c oi,Clean,Offensive
cô duyên thật_sự . nói_chuyện kiểu chân_thật .,Clean,Hate
đẹp_trai tài_năng tư_duy đỉnh cả đỉnh thầy dell nha các em thầy rất tỉnh với thầy hát rất hây nha các em,Clean,Hate
đến khi nó lớn tầm 15t ý,Clean,Hate
đêm đến chỉ thích nắm tay ai đó thôi 🤪,Clean,Offensive
chuẩn . theo tao đấy bài này jack nghe không hay mấy gọi tạm thôi,Clean,Hate
địt mẹ ! đen méo chơi nữa,Clean,Hate
được anhh,Clean,Offensive
nhân_vật lgbt best nhất cộng_đồng mạng đến hiện_tại,Clean,Hate
không tiền thì làm vlog sống dưới ao : ) ),Clean,Offensive
không a ơi ii ld,Clean,Hate
nguyễn đức sr đùa vui thôi không nên phân_biệt,Clean,Hate
không cap nhanh trang vào đọc được thì không xịt phát lào,Clean,Offensive
tức nhiên à tức nhiên uhm tức nhiên ơ tức nhiên uu tức nhiên toàn nghe tức nhiên câu nào cũng từ này cái này chắc tật luôn ồi tức nhiên tiger tức nhiên bị nhiễm covid 19 ồi,Clean,Offensive
quang vuongduc vậy luôn : vv,Clean,Offensive
cập nhập 4p sau : ),Clean,Offensive
@ phương vo nói cl gì z mẹ . nói mà để ng ta từ_chối hiểu hay gì á,Hate,Clean
phạm văn đồng ngta chữa đâu ! với lại khi về việt nam chị vẫn tuân_thủ đúng quy_trình cách_ly mà ! phải như con kia đâu,Clean,Hate
chị giàu lòng vị_tha : ) ),Clean,Offensive
dc,Clean,Offensive
chúc kênh panba dc nhiều sub nha yêu thầy dấu bé 3,Clean,Hate
nguyễn thị duyên vậy thì làm_sao vượt qua sóng_gió cuộc_đời 😌,Clean,Hate
sợ thật ấy : ),Clean,Offensive
nhà tiên_tri vũ_trụ hình_như trở_cờ rồi thì phải,Clean,Hate
hỏi thật đeo vậy nặng không chị ?,Clean,Offensive
tao vẫn đang trông ngày trở_lại trường : ) ),Clean,Hate
hình_như đợt msi thì phải,Clean,Hate
phạm thị kim_tuyến không sau 10h30 ok,Clean,Offensive
abe chào cô lan chưa,Clean,Offensive
tết về trên xóm nhỏ,Clean,Offensive
a cứ trêu a bomman = ) ),Clean,Offensive
"dân đen dân bẩn ai mà không biết , chỉ người trong_sạch đứng hàng_ngũ đ không biết thôi .",Hate,Clean
"thôn làm vậy do thôn lầm , thôn lầm nên dân nó ghét , nó bật lại thôn cái lù",Offensive,Hate
"jack mới đổi thể_loại nhạc mới nên kẽ nghe chưa wen thôi . nghe nhạc hay phết , lời tạm ổn . comeback vậy ok rồi",Clean,Offensive
tòa_án việt + bọn giết người hơp pháp,Hate,Offensive
anh nói to mà_lại còn đúng vl : - d,Clean,Offensive
em chào chị dễ_thương,Clean,Offensive
nguyễn quốc_huy nghĩ gì mà tao ở đó dc 😆,Clean,Hate
thượng đẳng gì mà chậm quá trend này việt_nam làm biết bao_lâu rồi 🙊,Clean,Offensive
điện_thoại chụp đẹp cực_kì,Clean,Offensive
nhung trang bắt trend để chụp ảnh thoi,Clean,Offensive
"nguyễn ngọc linh xét_nghiệm 1 vài bệnh thông_thường , còn corona phải dùng kit chuyên_dụng chỉ một_số nơi , không phải ở đâu cũng xét_nghiệm được . xong thì phân nhóm máu , ai nhóm gì truyền nhóm đó . xem máu phù_hợp , b nghĩ ghép tạng sao ?",Clean,Hate
thằng cháu tao cũng đú trend . : ) ),Clean,Hate
bút thì chả cần bỏ_mẹ ra : ) ),Offensive,Clean
nản cái chế_độ .,Hate,Clean
nguyễn trọng thái ong giám bảo anh tôi sai à ? sai con cặc đéo sai 😆,Hate,Clean
chuyện gì ma minh hiểu nổi nhiêu vay,Clean,Offensive
thư minh vào nghe nhạc anh mèo bạn nào đấy đi cậu 🙂,Clean,Offensive
"cái nầy thì không phải chửi cộng_đồng mạng , mà ai chọc nó , nó chửi .",Clean,Hate
tiền giang nek chào chị,Clean,Hate
é hẹ hẹ sặc quâ bô ơi 😵,Clean,Hate
xin_lỗi nhưng tiền đó ở đâu ra vậy . 👉 👈 👇 👆 💚,Clean,Offensive
cứ như thế này thì duyệt mẹ đi nhanh 😀,Clean,Hate
đấy kỉ_niệm 5 năm đấy vẫn đi đong gái dạo : ) ),Clean,Offensive
chắc tui phải vô đảng quá,Clean,Hate
hoàng lịch xin bro,Clean,Offensive
oy táo thì lại sướng : ) ),Clean,Offensive
"tôi mời được cụ hạc đại phú ông ấy đến từ nền y_học mạnh_mẽ nhất thế_giới , có_lẽ ông ấy sẽ giúp được cô",Clean,Offensive
dương dương bị thì bị z chứ người đi làm thì vẫn phải đi nên nó sẽ lây sớm thôi,Clean,Hate
nguyễn trí i love you chu cà_mo,Clean,Hate
mê phần rap mà 1 tý : ) ),Clean,Hate
tiến lê bố mày thích đấy đạo_đức cl,Hate,Offensive
dẹp quá chị hiếu oi,Clean,Offensive
"do lớn rồi gánh nặng nỗi lo về cơm_áo gạo tiền lo gia_đình con_cái nên mới thấy tết nhạt , chán thôi",Clean,Offensive
nguyễn nhi troi hot_tren mày kìa nhi,Clean,Hate
"vết_thương lòng , nếu day đi day lại sẽ không_thể lành = )",Clean,Hate
hát dỡ mà hát hoài đuỹ khùng vàbg mã,Hate,Clean
"phim hài , võ_thuật hành_động atổ - gã giang_hồ",Clean,Offensive
mẹ cái thằng não chó . dân ta nghèo mới mới làm vậy ! địt_mẹ mày biết cái lồn gì mà phán ? pape ngày_càng xàm lồn,Hate,Offensive
game cuối nhím hoặc bô làm quả mvp thì ngày vui trọn_vẹn mẹ luôn : ),Clean,Hate
"phúc báo thiệt mấy ba mấy má này rãnh hàng gê , đang thời_kì dịch_bệnh mà ham bay lắm 😢",Hate,Clean
1 : 25 mình phải ở nhà . mình muống đi đâu cũng phải đi ?,Clean,Hate
tuần sau mình đi ăn burn real đi thiên khánh cao tuyet nhung dang trâu con le mynhut,Clean,Offensive
hoa sung me too : < <,Clean,Offensive
"nên mua các bạn à , điện_thoại sài tốt phết đấy",Clean,Hate
nhìn cute thế anh,Clean,Offensive
cực_kì thuyết_phục 😆 😆,Clean,Hate
cực_kì thuyết_phục 😔,Clean,Hate
quay clip cô kim hát thêm đi anh,Clean,Offensive
đánh chết mẹ nó đi chị để nó mất_dạy quá,Offensive,Clean
bỏ số dt ra xài mạng gì . khùng chết mịa,Offensive,Clean
cực_kì thuyết_phục ! !,Clean,Hate
"cực_kì thuyết_phục ! ,",Clean,Hate
"tăng thu , giảm chi , tích_cực tham_nhũng . dân biết khổ_sở nhiều sẽ bớt ngu đi thì 1,2 năm nữa sẽ biến .",Clean,Hate
chụt chụt = ( ( buồn nhung,Clean,Hate
hẹn năm sau 😔,Clean,Offensive
mấy em tiêu rồi .,Clean,Hate
tấu hài cực mạnh : ) ),Clean,Hate
ai cũng hiểu rồi chỉ chưa ai đứng lên dám làm gì thui,Clean,Offensive
tộc này chất lừ : ) ),Clean,Offensive
mịe con chó này,Hate,Clean
biết vì_sao cnxh xếp sau_cùng các hình_thái kinh_tế thế_giới không ? vì nước nào áp_dụng nó sẽ bị diệt_vong cmnr còn tồn_tại đâu mà áp_dụng hình_thái kinh_tế khác .,Hate,Clean
giáo_án này hả : vậy,Clean,Hate
hình_như admin trang này 1 fan cuồng việt tân,Clean,Hate
cái lông_mày hơi khác,Clean,Hate
video này nằm tập bn vậy ông,Clean,Offensive
địt mẹ lại còn 1 1 với supper fake . nói mẹ ra fake đi,Offensive,Clean
đang buồn xem cái nãy hết buồn luôn : ),Clean,Offensive
hiếu bến tre thế chắc mấy thằng haha đạo_đức tốt : ) ),Clean,Offensive
lê hồng quang hôm_qua nghe nói nay off stream,Clean,Offensive
"ở vn bầu_cử ctn đạt những 99,79 % . 😀",Clean,Offensive
mới sắm quả cốc siu đẹp tộc_trưởng : 3,Clean,Offensive
"hà_nội thì nghi thủy ngân không_khí , miền trung thì cá chết hàng_loạt , sợ thật .",Clean,Offensive
giết nó,Hate,Offensive
b52 thích láy máy_bay bà_già = ) ),Clean,Offensive
xin vd 🤣,Clean,Hate
cô my dù hả thầy,Clean,Hate
"quay được phim rồi thì lấy xe bắt chó ra bắt đi , chờ gì nữa",Offensive,Clean
"ông_già không chịu làm gì , nhà này việc gì cũng đến tay tôi",Clean,Offensive
tui,Clean,Hate
cười đau bụng luôn . chúc cô nhiu sức_khỏe,Clean,Offensive
vui cái rồi mới bịt khẩu_trang được : ( (,Clean,Hate
về bằng máy_bay riêng thì còn ai vào đây nữa 😄 hqua về vn đúng r . ở lại bên kia chăm_sóc y_tế không ổn lắm .,Clean,Hate
team toàn game thủ cụt tay hả thầy : ) ),Clean,Offensive
link luôn nè anh_em,Clean,Offensive
không phải thầy em đâu,Clean,Hate
em cũng vậy nhà em nghèo hông gì ăn 😢,Clean,Hate
bạch nhi = ) ) nhỡ không nhịn nổi nữa thì sao 😅 😅,Clean,Offensive
thế_giới ảo tình_yêu thật chứ = ),Clean,Offensive
c đẹp quá .,Clean,Offensive
mong nhiệm_kỳ sau ptt làm_chủ_tịch nước hợp_lý hơn,Clean,Offensive
vào xem chế chửi e lại buồn_cười,Clean,Offensive
đh này đủ cân vcsa rồi thay sela chi thầy,Clean,Offensive
cày view cô lọt top trend đi cả nhà . i love you chu cà_mo .,Clean,Hate
lựa cái đầu buồi abe nè,Hate,Offensive
nghe vẻ vô_sinh nhưng lại bầu : ),Clean,Offensive
cái ác chế_độ vc không điểm dừng !,Hate,Clean
e cũng mong được như mấy ông lương 7 8 triệu : ),Clean,Offensive
mọi người mình hỏi hình này giáo_án nào vậy mọi người ?,Clean,Offensive
mùa dịch a luân rảnh . làm hài hay thật,Clean,Offensive
okey thầy ei,Clean,Hate
gì sống chậm thoi các con vợ : ),Clean,Offensive
nghe vẻ pewpew nhưng thực_ra mixi,Clean,Offensive
thằng trung con * to lắm,Offensive,Clean
"thừa_hưởng truyền_thống từ mẹ thôi mà , kaka mà riêng gì nhật đâu",Clean,Hate
đúng r . phép c . nó thì c . nó ms xả thải mạnh_mồm như thế chứ . lũ chó chết cs,Hate,Offensive
tặng ae sub 10 hộp khô gà vs da heo chiên đi chứ 🙄,Clean,Offensive
mong thay co nhung giao an xin xo de em hoc hoi va không lam ganh nang team nua 😁,Clean,Offensive
em ngưỡng_mộ chị lắm á . !,Clean,Offensive
không đáng lo,Clean,Offensive
bài này hay đúng 👍,Clean,Offensive
du_học_sinh úc = ) ),Clean,Hate
cưng xĩu : ) ) cưng quá tr cưng luôn ắ chời,Clean,Offensive
như quỳnh zoo zo,Clean,Hate
cực_kì thuyết_phục ❤,Clean,Hate
khung này ổn_áp không thầy,Clean,Hate
like đầu thầy ơi,Clean,Offensive
bambou sacré đang buồn nghe cái này chắc chết cười : ),Clean,Offensive
cố lên thầy ơi,Clean,Offensive
ghi ta,Clean,Offensive
thế vinh susana hoàng_kim giáp 😂,Clean,Offensive
dc thực_sự a ơi mãi hp đến răng long đầu bạc a ơi,Clean,Offensive
không ai cấm ổng : mà xąo múôn chết ông cư ' đi tự_do kể_cả nơi djch bệch già lẩm_cẩm không hiểu nguươì ta nói gì bíên,Hate,Clean
nói cứ truất làm_sao í 😆,Clean,Offensive
từ bao_giờ người nhật mất ý_thức như vậy 💁,Hate,Clean
hết hàn xẻng rồi tới italy,Clean,Hate
nhìn chê sang đẹp quá,Clean,Offensive
ok a trung,Clean,Offensive
bắn chet moe abe h,Hate,Clean
xin được gởi lời chào tới hổ ca ca . tấc nhiêng hổ ca ca luôn_luôn idol lòng em . tấc nhiêng hổ ca ca hiện_nay đang danh_hài ăn_khách nhất trên du tu be . tấc nhiêng hổ ca ca cũng nhân_vật phản_diện đáng iêu nhất hệ mặt_trời . tấc nhiêng hổ ca ca súng nhưng vô_hại 😄,Clean,Offensive
bị khánh chi cà_khịa tùm_lum luôn . giựt hụi trăm mấy chứ nhiêu . rồi live 10k ng chứ nhiêu . thua xa khánh chi,Clean,Offensive
bắt thằng nào bảo bình_thường ăn cá chết,Clean,Offensive
sau_này cố mà thành ông này bà nọ em ạ . không làm được gì ăn chửi ngập mặt : ) ),Clean,Offensive
bố nào con nấy 😂 nhây thực_sự 🤣,Clean,Offensive
"mong admin "" chửi "" hãy bước ra ánh_sáng dẫn_dắt các con dân theo con đường đúng_đắn : (",Clean,Hate
chào tran dan ft end,Clean,Offensive
