clean_text,label_name_true,label_name_pred
từ_bỏ thiên_đường xhcnvn sang xứ tư_bản giãy_chết làm culi ! 😭 😹 🤣,Clean,Hate
hoàng thiện chưa hề chửi nha,Hate,Clean
đây mới lý_do tú chia_tay abe,Offensive,Hate
iphone rất hiểu ý : ) ),Offensive,Hate
tam_sanh cái cỏi ta bà,Clean,Offensive
"chơi gì cũng ngu , chơi ngu giỏi 😆",Clean,Hate
cô hiền qua,Offensive,Clean
giật tít vậy bất_ngờ thôi : ),Clean,Offensive
"phan lặng_yên tui nhớ không nhầm thì người nói bộ về gạc ma cóp_nhặt đủ các nơi lung_tung về thì phải . chưa tính đến việc ông lương chém gió nữa ( công_binh hải_quân không được nổ_súng trước , chứ không phải không được nổ_súng )",Hate,Offensive
mặt nhìn nét tây,Offensive,Clean
chi nói rất hay . chi làm đuoc như chi nói em ủng_hộ nha,Offensive,Hate
hiệp hữnghờ = ) ),Offensive,Hate
"trang ngoan nhớ nha mày , nhắc khéo mày nè",Clean,Offensive
tiền để_dành mua mai thuý các em streaming house .,Clean,Offensive
"không phải lổi csvn tàn_ác mà chính người vn tự nhận mình thích_thú mình con thú , lại khoái mình dân nô_lệ . ai thích mình con ông trời , giơ tay lên . thấy không , im_re",Clean,Hate
tặng em đi,Offensive,Clean
nghe 1 lần thì mình thấy không hay : ) ) nghe thêm vài lần ngẫm lời bài hát thì nghiện mẹ rồi 😌,Clean,Hate
định chê mày xấu . nhưng thôi chắc mày tự biết rồi,Clean,Offensive
bất_hạnh nhất cuộc_đời ra trường rồi mà bạn vẫn ngu_dốt . 😔 đáng buồn nghành giáo_dục,Clean,Hate
thái phan chuẩn cmnr 😂,Offensive,Clean
"tàu cộng bản_chất nó hèn ảo_tưởng sức_mạnh , võ mồm , bay_lượn y_như mấy cái phim chưởng nó thôi .",Hate,Clean
gan vđ,Clean,Offensive
đậu thị_giang huyền trang cận thận em ơi,Clean,Offensive
lý_do lớn nhất để yêu xa không phải do cô_đơn mà do bạn muốn cao hơn vài phân : ) ),Clean,Hate
nguyễn tài đi đà_nẵng nào 🤣 🤣,Clean,Hate
nhớ dắt susan va poppy theo nha_thầy,Offensive,Hate
từ clip này em fan chế,Clean,Offensive
thốn = ) ),Clean,Hate
ngô phước minh mặt thầy tựa tựa binz sao sao ấy nào như tao không ?,Hate,Clean
phần cuối bonus thêm cả nghệ_thuật bôi c * tao mũi : ) ),Clean,Hate
phát_biểu nguu vãi,Hate,Clean
"hi_sinh thầm_lặng mấy thằng sếp nó đứng đằng xa , nó cũng phần chia chát đó rồi còn gì bạn ! tôi muốn cứ 3km lại 1 trạm bắn tốc_độ công_khai , hoặc gắn camera . như thế dân sẽ sợ tự_giác chấp_hành hơn . còn cái thể_loại núp lùm ăn_tiền thế này ai khen nổi mà đăng bài chia_sẻ với cả động_viên !",Clean,Offensive
một học_kì đầy sóng_gió với abe,Offensive,Clean
minh lê,Clean,Hate
"một cô bé chợt nhận ra tóc mọc giữa hai chân . cô ấy lo_lắng chạy đi hỏi mẹ về đống tóc đó . mẹ cô ôn_tồn giãi thích phần tóc đó tên khỉ , hãy tự_hào con khỉ con mọc tóc . "" cô bé cười . vào bữa tối cô nói với người chị "" khỉ em mọc tóc rồi ! "" . cô chị cười nói : "" chưa gì đâu , khỉ tao còn ăn chuối rồi cơ : ) )",Offensive,Clean
tối qua hẹn nay ra vlog nhưng hóng mãi vẫn chưa : ( (,Hate,Clean
chị chị đẹp,Hate,Offensive
nhã phương giờ canh hoa trend bây_giờ đó,Clean,Offensive
tu pham,Clean,Hate
toàn cocc làm thôi,Clean,Hate
lá_cải,Clean,Offensive
được ló = ),Clean,Hate
trương đình thi lúc đầu chưa chơi bị sp chửi ? xong feed dần thế_là feed luôn,Hate,Clean
ăn tết ngon : ) ),Clean,Hate
i love u_chucamo,Offensive,Clean
thế nên phải được nghỉ học thêm tháng nữa = ) ),Clean,Hate
nguyễn đông trẻ trâu biết gì,Clean,Hate
chị tiền thế sao không đi thẩm_mỹ_viện đi ak ! !,Hate,Clean
tận_lực tận_tâm với nghề,Clean,Hate
nước đi hay đấy,Clean,Hate
kha_khá nhung,Offensive,Clean
"trần dần ăn tục , nói khoét hắn đóan được vận_mệnh , tương_lai thì nay hắn giàu to rồi , chứ đâu phải xách cần đi câu cơm , lẻ hắn bị ( bệnh tâm_thần ) .",Offensive,Clean
"càng đọc càng tức con quỷ đó . bây giơ vì nó bao nhiu ng chuẩn_bị thất_nghiệp , người gia thì lo_sợ hoang_mang , bao nhiu chủ doanh_nghiệp đợt này tiu luôn . thứ gì đâu ak",Offensive,Clean
nhiều tiền mới người thành_công : ) ) \,Clean,Offensive
haha lua dao người_ta rồi sợ chạy wa nước_ngoài jo lên nói fet,Clean,Hate
"hiếu ơi hiện kênh con lisao chửi cả dân_tộc việt nam ngu vì ăn mắm thúi , em lên dạy_dỗ nó bài_học đi em , bức_xúc quá . cảm_ơn em .",Clean,Hate
love you,Clean,Offensive
hihi,Hate,Clean
ck tham kim dep choai qa,Clean,Hate
thầy phải thay petland mới hợp,Offensive,Hate
5 điều bác hồ dạy : khiêm_tốn thật_thà dũng_cảm .,Clean,Hate
giống loài loan luân la vây,Clean,Offensive
minh anh mai không sao về đây anh ơi,Offensive,Clean
tùng rey cũng gần tới mày rồi đó coi_chừng nhen,Clean,Hate
"lê thúy duy em dâu tăng thanh hà đây ạ , ngon vl = )",Clean,Offensive
nguyễn hoàng cẩm ly xem_lại vẫn buồn_cười,Clean,Hate
"ô_nhiễm do không rửa đường nhé , khi nào ô_nhiễm môi_trường do dân thủ_đô đi ngủ không rửa chân_không các bác nhỉ",Hate,Clean
quả dày cá_sấu made in cao bằng : vậy,Offensive,Clean
trung thầy giá thẻ bài,Clean,Hate
"nếu ông này đem thử_nghiệm rồi chết vì tai_nạn . thằng chó ad lại bảo : cơ_quan nhà_nước không quản_lí , theo_dõi để người dân chết vì phát_minh mình . ex",Clean,Hate
bu phạm nhớ nha : ),Clean,Hate
haha lạy mấy mẹ,Offensive,Clean
vũ thanh huyền khi bạn cmt nhưng lại quên lắp não : vậy,Clean,Hate
lên top 1 trending đê chị e ơi,Clean,Offensive
trương duy lz mẹ,Clean,Offensive
thi đéo làm được bài mà nhìn mặt lão độ đéo nhịn cười được . ae ai như t_k,Clean,Hate
be careful : ) ),Clean,Offensive
muaha,Clean,Offensive
14 : 41 nói gì nói hát cải_lương vẫn không quên con 3 dàng ngọc,Hate,Clean
đẹp_trai tài_năng tư_duy đỉnh cả đỉnh thầy dell nha các em thầy rất tỉnh với thầy hát rất hây nha các em,Clean,Hate
co ba oi ke nguoi ta di_con day ngheo lam doan loto kho lam sdt con que con ben tre 0347569004,Clean,Hate
ok anh,Hate,Offensive
không cap nhanh trang vào đọc được thì không xịt phát lào,Clean,Hate
sao tăng hoài zậy 😢,Clean,Offensive
trúng ga r bán đi lấy tiền build case chăng,Clean,Offensive
zấn đề mình phải ở chong nhà . mún đi đâu thì phải đi . .,Offensive,Clean
cập nhập 4p sau : ),Clean,Offensive
đúng a ưi ^ ^,Clean,Offensive
@ phương vo nói cl gì z mẹ . nói mà để ng ta từ_chối hiểu hay gì á,Clean,Hate
chị giàu lòng vị_tha : ) ),Clean,Hate
nanaa,Clean,Hate
phạm thị kim_tuyến không sau 10h30 ok,Hate,Offensive
tết về trên xóm nhỏ,Clean,Hate
em chào chị dễ_thương,Offensive,Hate
"huyền khánh phùng 1 điều em rất thắc_mắc không biết chị quan hẹ ntn vs anh độ . vì xưa_nay không thấy ảnh nhắc về chị ảnh chỉ nói 1 ng anh_trai thoi . em biết đây điều không nên hỏi nhưng em khá tò_mò , chị có_thể trả_lời hoặc không cũng được ạ",Hate,Clean
thảo minh = ),Offensive,Hate
thượng đẳng gì mà chậm quá trend này việt_nam làm biết bao_lâu rồi 🙊,Clean,Offensive
nhẹ_nhàng đầy tình_cảm,Offensive,Clean
ở nhà tránh con di_chùng : vậy,Clean,Offensive
nope,Offensive,Clean
không phải ai đi châu âu quay về cũng để cứu nước 🙂,Hate,Offensive
9318902,Offensive,Clean
atm cao_lãnh,Offensive,Clean
thư minh vào nghe nhạc anh mèo bạn nào đấy đi cậu 🙂,Clean,Offensive
học_bổng gấp,Clean,Offensive
món quà năm mới thầy dành chuột 😀 riot sẽ buff chuột mạnh_tay,Clean,Hate
é hẹ hẹ sặc quâ bô ơi 😵,Clean,Hate
cứ như thế này thì duyệt mẹ đi nhanh 😀,Hate,Clean
cứ tiền muốn lz cũg được à : ) ),Offensive,Clean
oy táo thì lại sướng : ) ),Clean,Offensive
dễ_thương quá cô yêuu ơi . ai lớp du chu cà mo ❤,Clean,Hate
dẹp quá chị hiếu oi,Clean,Offensive
hát dỡ mà hát hoài đuỹ khùng vàbg mã,Clean,Offensive
thôi ngủ xem gì giờ này nữa abe,Clean,Hate
tuần sau mình đi ăn burn real đi thiên khánh cao tuyet nhung dang trâu con le mynhut,Clean,Hate
"nên mua các bạn à , điện_thoại sài tốt phết đấy",Offensive,Hate
nhìn cute thế anh,Clean,Hate
cực_kì thuyết_phục 😔,Offensive,Clean
trông bần bần da đen thế thôi chớ thật_ra bần thật anh ạ . .,Clean,Hate
chụt chụt = ( ( buồn nhung,Offensive,Hate
tấu hài cực mạnh : ) ),Hate,Offensive
biết vì_sao cnxh xếp sau_cùng các hình_thái kinh_tế thế_giới không ? vì nước nào áp_dụng nó sẽ bị diệt_vong cmnr còn tồn_tại đâu mà áp_dụng hình_thái kinh_tế khác .,Offensive,Clean
video này nằm tập bn vậy ông,Clean,Hate
fan cứng nha,Hate,Clean
địt mẹ lại còn 1 1 với supper fake . nói mẹ ra fake đi,Clean,Offensive
mới sắm quả cốc siu đẹp tộc_trưởng : 3,Clean,Hate
wow,Clean,Hate
b52 thích láy máy_bay bà_già = ) ),Offensive,Hate
địt mẹ in cái băng_rôn mất mẹ 1m2 rồi : (,Clean,Hate
nguyễn văn hiệu,Clean,Offensive
team toàn game thủ cụt tay hả thầy : ) ),Clean,Hate
link luôn nè anh_em,Offensive,Clean
không phải thầy em đâu,Hate,Clean
em cũng vậy nhà em nghèo hông gì ăn 😢,Offensive,Clean
: ( ( nó lại 1 câu chx khác anh ạ,Hate,Offensive
mong nhiệm_kỳ sau ptt làm_chủ_tịch nước hợp_lý hơn,Clean,Hate
lựa cái đầu buồi abe nè,Offensive,Clean
cá chết do đéo biết bơi thế thôi cũng họp : ),Clean,Offensive
okey thầy ei,Hate,Offensive
"chu gia_bảo chưa đi làm à ? nghỉ_phép thì việt nam mình cũng , 1 năm tuỳ công_ty 14 hoặc 15 ngày nghỉ_phép ( annual leaves ) . nghỉ như này vẫn được tính lương như_thường .",Clean,Offensive
gì sống chậm thoi các con vợ : ),Clean,Offensive
nghe vẻ pewpew nhưng thực_ra mixi,Hate,Clean
tặng ae sub 10 hộp khô gà vs da heo chiên đi chứ 🙄,Clean,Offensive
anh độ chiết lí 😂,Clean,Offensive
"tập này hay xuất_sắc luôn , cảm_ơn mcv , cảm_ơn ê - kíp come out . mình thật_sự rất mến_mộ chị minh hiếu , cả lâm khánh chi minh tuân nữa ạ ! sáng giờ coi muốn cháy máy luôn vậy đó ! hihi .",Clean,Offensive
bài này hay đúng 👍,Clean,Hate
like đầu thầy ơi,Clean,Hate
tham_gia < 3,Clean,Hate
dc thực_sự a ơi mãi hp đến răng long đầu bạc a ơi,Clean,Hate
nói cứ truất làm_sao í 😆,Clean,Offensive
hết hàn xẻng rồi tới italy,Clean,Offensive
xin được gởi lời chào tới hổ ca ca . tấc nhiêng hổ ca ca luôn_luôn idol lòng em . tấc nhiêng hổ ca ca hiện_nay đang danh_hài ăn_khách nhất trên du tu be . tấc nhiêng hổ ca ca cũng nhân_vật phản_diện đáng iêu nhất hệ mặt_trời . tấc nhiêng hổ ca ca súng nhưng vô_hại 😄,Hate,Clean
bắt thằng nào bảo bình_thường ăn cá chết,Clean,Hate
sau_này cố mà thành ông này bà nọ em ạ . không làm được gì ăn chửi ngập mặt : ) ),Clean,Hate
cộng_sản nói về trần dần,Clean,Offensive
chi em ma chui lon ke nguoi ta nghe nguoi ta cuoi hay_ho gi,Clean,Offensive
đi lang_thang vu_vơ mà cũng gặp nhà chó quyền : ) ~ chịu_thua,Clean,Offensive
abe muôn_năm 😂,Hate,Clean
"biết_bao_nhiêu vụ đi bắt người bị quay xong bảo bắt_bớ dân lành ? thì địt mẹ bây_giờ ca nó chờ đủ hết mọi thủ_tục cần_thiết nó mới dám bắt chứ không thì địt mẹ "" cư_dân mạng "" chửi sml ra à ?",Clean,Hate
giang_sơn nói không ý gì,Clean,Offensive
tổ sử mấy thằng này chỉ bênh_vực nhau . thế_nào gạt tay ? ? lỡ như thằng nhà_báo nó đấm vỡ mõm thằng ca xong nó bảo chỉ gạt tay thì xử thằng nhà_báo không ? ? toàn làm_trò_hề thôi bọn ca chó này ! !,Clean,Hate
"toi dong y voi ong tran_dan su that dung nhu vay , chinh toi cung co suy nghi tu luc moi bat dau vi khuan moi lan tran o trung quoc , toi không phai la nha tien tri nhung toi co mot giac quan thu 6 , toi chi cau xin on tren phu do the gioi som binh an ,",Offensive,Clean
liên_quan gì đến mấy đứa đấy không ? ? 🙃 🙃,Clean,Offensive
sử_dụng tuyệt_chiêu_bổn môn tam kê gáy đi thầy iu 😅,Hate,Clean
được vl ah ưi,Offensive,Clean
tuyết hằng như teddy nguyễn_dương,Hate,Clean
tphcm chợ_nổi,Clean,Hate
sông quá thì không cá,Clean,Hate
nguyen thanh nhan haha,Clean,Hate
duanhuaditron clgt : vậy,Clean,Hate
abe toàn nói_điêu,Hate,Clean
qđ ít lien quan lắm,Clean,Offensive
nghe thấy mà chán jack vào kicm rời xa sai_lầm cả 2,Hate,Clean
"ai đi thi trời mưa phòng dột , kính nhưng kính chỉ khung r ướt hết tờ tô kết_quả như tui không = )",Clean,Hate
chắc đang bị ngạt_mũi nên mở mồm ra thở đấy mà : vậy,Clean,Hate
nguyễn đức thắngg,Hate,Clean
oh,Clean,Hate
"cô ba chở vàng qua mỹ : ) ) nghe hư_cấu vl , mày vào xem ký_sự 30 / 4 đi nhé",Offensive,Hate
hay quá chị,Clean,Hate
góp vui ạ 🤣,Clean,Hate
lan trinh á,Clean,Offensive
"thích bị hôn chuẩn , nghe thật chứ chưa được nữa bài tắt luôn ,",Hate,Clean
cực_kì thuyết được ló,Offensive,Hate
hay vc,Offensive,Clean
hôm nào anh lân hỏi cụ dần hát được quốc_ca chxhcnvn không ?,Hate,Clean
ông nào thất_tình thì gặp nhà tâm_lý vĩnh thâm kim nhé đảm_bảo cừ ỉa,Hate,Clean
lại gặp danh_hài trần dần nua 🤪,Hate,Clean
đúng ydol 😅,Hate,Clean
a tôi,Clean,Hate
tt trump nói như_vậy do tiên_tri dần tham_mưu phát_hiện,Clean,Hate
trần cường vãi chưởng : ) ),Hate,Clean
: ) ) củ_cải : ) ),Hate,Clean
tuấn nguyễn xem cách_ly đi a,Clean,Offensive
vy vy min bắt trend nhah quá 😆 😆,Hate,Offensive
trung tấu hài,Clean,Offensive
anh nguyen phải con hnay e c xem không nhờ ? : ),Clean,Offensive
nà ní 🤣 🤣,Clean,Hate
vậy miền trung không học à : ),Clean,Hate
thế từ nhỏ mình biết trend 2020 rồi cơ à nguyễn thị thuý quyên,Clean,Offensive
sắp tè le hột me hết r chứ ở đó mà tính hàng chục,Hate,Clean
"lắng xuống vì báo đài không đưa tin nữa , chứ nóng thì vẫn nóng nào giờ : (",Clean,Hate
"hợp_đồng dcs với tàu thôi nhá , đéo phải dân .",Clean,Hate
trung đái_dầm,Clean,Hate
tiền phòng_dịch nhà_nước đang dùng ba nó góp thuế không ít đâu bạn .,Hate,Clean
balight liên_minh susan hay hơn 😂,Offensive,Clean
anh ba tới ngay,Clean,Hate
nguyễn hoàng sơn vào mà xem này,Offensive,Hate
tuần này sói đưa ông_già đi thái nên nghỉ stream à : ),Clean,Hate
a ơi e muốn mua dép a thì như nào ạ ?,Clean,Hate
tên vợ tao ❤ ️ 🤪,Offensive,Clean
lúc_nào đi gank cũng đem giáo_án nâng_cấp băng_giá_cả,Hate,Clean
mình lên fc lâu r mà nó lại gửi tb fc tuần này như nào ? ?,Clean,Offensive
"tui thích bà này , nói_chuyện thẳng_thắn không màu_mè .",Hate,Clean
lúc nó đi ngược chiều nó tông rồi kêu chó vàng giúp . quyền_lợi thì muốn mà còn pháp_luật thì không muốn tuân_thủ,Clean,Offensive
nguyễn phương đấm,Offensive,Clean
sống chậm,Clean,Offensive
nguyễn nam hà abe cái quần xanh bén quá bén 😂,Clean,Hate
@ kỹ_năng sinh_tồn ngáo đá hả bạn làm gì bn chưa mà chửi người_ta,Clean,Hate
"page thối_nát . . : ) ) cứ ông_ổng như lợn rống . . giỏi về đây mà cách_mạng , tao theo . . : ) )",Clean,Hate
trao học_bổng trò này,Clean,Offensive
"mùa đông quảng_cáo áo cộc tay , nghe hợp_lí : ( (",Hate,Offensive
chú này được,Clean,Hate
mày biết ass gì không ?,Clean,Hate
chán không thèm nói !,Clean,Hate
kg chị một ngàn đô lận đó nhe,Hate,Clean
xạo thặc,Offensive,Hate
anh_em bắc mà bớ được thì được đập mặt xây lại ít,Clean,Offensive
thùy linh trịnh lan trinh hoặc lin da,Offensive,Hate
gfh,Clean,Hate
iu cô gái khơ me hàm_răng trắng tác cái l * * đen_thui 🙏 🙏,Clean,Hate
thầy ba các e đây = ),Hate,Clean
tóc ăn đồ cức đẹp quá anh tộc ơi : ) ),Offensive,Hate
chị tao đẹp gái qá .,Clean,Hate
ý_thức như kặc .,Clean,Offensive
con linh loc nay chat kiep sau no moi noi chuyen dang hoang lai .,Clean,Offensive
lâm bách anh van_kiều ánh hảianh trần nguyễn mày . cường các bạn ai đi nào : vậy,Clean,Hate
"nó không cộng điểm , mà nó thí_sinh rớt bớt thôi , bà chị gặp vụ này r : ) thi điểm_cao vẫn rớt nhé",Clean,Offensive
cay_vl,Hate,Clean
cô hiếu đẹp quá à . lớp du chu cà_mo,Hate,Offensive
như_vậy được coi sống chậm chưa,Hate,Clean
😅,Hate,Clean
bác cùng đi với cả nước thì khó_khăn nào cũng vượt qua được ạ,Offensive,Hate
du me may,Clean,Hate
an hạ_nè đọc review phim ik coi đúng e nói không,Hate,Offensive
em đẹp quá em ơi . em chồng chưa_vậy,Hate,Offensive
dân_tộc việt_nam vẫn luôn bên bác chỉ cần nhân_dân ta đoàn_kết đồng_lòng sẽ vượt qua cơn hoạn_nạn này thôi,Clean,Hate
chắc ổng còn chưa biết fan real vs fan barca 1 thời đấy : ),Clean,Hate
